"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.148242245E0,-8.293385617E-4,1.195236492E1,-6.459685415E-2,1.195253951E1
3.158242245E0,-8.687294903E-4,1.207729721E1,-8.342145383E-2,1.207758535E1
3.168242245E0,-8.729879628E-4,1.217028427E1,-1.006480604E-1,1.217070047E1
3.178242245E0,-5.099527189E-4,1.225741959E1,-1.157060415E-1,1.225796570E1
3.188242245E0,-1.682098809E-4,1.233159924E1,-1.288381219E-1,1.233227226E1
3.198242245E0,1.692744991E-4,1.240927410E1,-1.397558004E-1,1.241006106E1
3.208242245E0,5.120819551E-4,1.248199368E1,-1.480640769E-1,1.248287184E1
3.218242245E0,8.591479273E-4,1.255982685E1,-1.541026086E-1,1.256077222E1
3.228242245E0,1.201955369E-3,1.261068535E1,-1.579714268E-1,1.261167480E1
3.238242245E0,1.262638718E-3,1.264612007E1,-1.600378603E-1,1.264713274E1
3.248242245E0,1.262638718E-3,1.266593933E1,-1.607373208E-1,1.266695927E1
3.258242245E0,8.974742377E-4,1.267037678E1,-1.602529138E-1,1.267139020E1
3.268242245E0,5.376328481E-4,1.265954494E1,-1.587975770E-1,1.266054087E1
3.278242245E0,1.799206948E-4,1.263651276E1,-1.572208703E-1,1.263749077E1
3.288242245E0,-1.660806447E-4,1.259868813E1,-1.559348106E-1,1.259965310E1
3.298242245E0,-5.025003920E-4,1.254817677E1,-1.556633413E-1,1.254914226E1
3.308242245E0,-8.612771635E-4,1.248033047E1,-1.567865163E-1,1.248131529E1
3.318242245E0,-8.516956004E-4,1.239172554E1,-1.590903550E-1,1.239274676E1
3.328242245E0,-8.602125454E-4,1.228900909E1,-1.627015322E-1,1.229008613E1
3.338242245E0,-8.570186910E-4,1.216375732E1,-1.667950004E-1,1.216490089E1
3.348242245E0,-8.538248367E-4,1.202140522E1,-1.716028154E-1,1.202262998E1
3.358242245E0,-8.559540729E-4,1.185923862E1,-1.762999147E-1,1.186054902E1
3.368242245E0,-8.538248367E-4,1.170136833E1,-1.801804602E-1,1.170275551E1
3.378242245E0,-6.568701938E-4,1.154569817E1,-1.826322824E-1,1.154714255E1
3.388242245E0,-3.129981342E-4,1.138103676E1,-1.831762940E-1,1.138251077E1
3.398242245E0,4.364939741E-5,1.121238327E1,-1.814590693E-1,1.121385152E1
3.408242245E0,4.002969363E-4,1.103651047E1,-1.773528308E-1,1.103793538E1
3.418242245E0,7.473628502E-4,1.085397434E1,-1.710481495E-1,1.085532206E1
3.428242245E0,1.082718023E-3,1.066642761E1,-1.620659530E-1,1.066765881E1
3.438242245E0,1.434042468E-3,1.047308159E1,-1.514431834E-1,1.047417658E1
3.448242245E0,1.783237676E-3,1.027414513E1,-1.389126182E-1,1.027508433E1
3.458242245E0,9.177019820E-4,1.053492355E1,-1.717646420E-1,1.053632375E1
3.468242245E0,2.483757213E-3,9.861221313E0,-1.117935628E-1,9.861855290E0
3.478242245E0,1.504307380E-3,1.017602444E1,-1.562733650E-1,1.017722442E1
3.488242245E0,1.784302294E-3,9.987918854E0,-1.455164552E-1,9.988978989E0
3.498242245E0,2.074943390E-3,9.792708397E0,-1.337225884E-1,9.793621587E0
3.508242245E0,2.358132042E-3,9.589221001E0,-1.209929362E-1,9.589984580E0
3.518242245E0,2.649837872E-3,9.380430222E0,-1.080918834E-1,9.381053353E0
3.528242245E0,2.937285230E-3,9.165453911E0,-9.528876841E-2,9.165949704E0
3.538242245E0,2.934091259E-3,8.944331169E0,-8.330114931E-2,8.944719546E0
3.548242245E0,2.934091259E-3,8.717686653E0,-7.228872925E-2,8.717986858E0
3.558242245E0,2.931962023E-3,8.488523483E0,-6.282851845E-2,8.488756502E0
3.568242245E0,2.939414466E-3,8.257797241E0,-5.505786091E-2,8.257981308E0
3.578242245E0,2.937285230E-3,8.024492264E0,-4.918116331E-2,8.024643513E0
3.588242245E0,2.943672938E-3,7.806701183E0,-4.498336837E-2,7.806831338E0
3.598242245E0,3.178953659E-3,7.602537155E0,-4.229094461E-2,7.602655446E0
3.608242245E0,3.468530253E-3,7.407695770E0,-4.066101089E-2,7.407808176E0
3.618242245E0,3.769817529E-3,7.225917339E0,-3.988277540E-2,7.226028386E0
3.628242245E0,4.072169308E-3,7.053786278E0,-3.989129141E-2,7.053900251E0
3.638242245E0,4.360681400E-3,6.896485806E0,-4.030010477E-2,6.896604931E0
3.648242245E0,4.644935019E-3,6.750697613E0,-4.038846865E-2,6.750820029E0
3.658242245E0,4.932382144E-3,6.617484093E0,-4.021280631E-2,6.617608111E0
3.668242245E0,5.224087741E-3,6.497128010E0,-3.895016760E-2,6.497246862E0
3.678242245E0,5.220893770E-3,6.394492149E0,-3.706366196E-2,6.394601694E0
3.688242245E0,5.226217210E-3,6.305850983E0,-3.399649262E-2,6.305944790E0
3.698242245E0,5.226217210E-3,6.235563755E0,-3.009359911E-2,6.235638562E0
3.708242245E0,5.227281712E-3,6.179234505E0,-2.500684746E-2,6.179287316E0
3.718242245E0,5.232604686E-3,6.139878750E0,-1.926961355E-2,6.139911218E0
3.728242245E0,5.227281712E-3,6.100083351E0,-1.306926832E-2,6.100099591E0
3.738242245E0,5.232604686E-3,6.064115047E0,-6.935996003E-3,6.064121272E0
3.748242245E0,5.241121631E-3,6.036101818E0,-6.387716858E-4,6.036104127E0
3.758242245E0,5.245380104E-3,6.014553070E0,5.359294359E-3,6.014557745E0
3.768242245E0,5.244315602E-3,6.000919342E0,1.114017796E-2,6.000931974E0
3.778242245E0,5.240057129E-3,5.995220661E0,1.654950902E-2,5.995245793E0
3.788242245E0,5.244315602E-3,6.000100613E0,2.135520242E-2,6.000140907E0
3.798242245E0,5.232604686E-3,6.015529156E0,2.590112761E-2,6.015587193E0
3.808242245E0,5.230475683E-3,6.043691635E0,2.991474234E-2,6.043767933E0
3.818242245E0,5.226217210E-3,6.084589958E0,3.361216560E-2,6.084685041E0
3.828242245E0,5.220893770E-3,6.139548779E0,3.679750860E-2,6.139661271E0
3.838242245E0,5.215570796E-3,6.206725121E0,3.960490972E-2,6.206853669E0
3.848242245E0,5.213441793E-3,6.287370205E0,4.193536192E-2,6.287512215E0
3.858242245E0,5.215570796E-3,6.382619381E0,4.400711134E-2,6.382773221E0
3.868242245E0,5.220893770E-3,6.489245415E0,4.592449218E-2,6.489410017E0
3.878242245E0,5.223023240E-3,6.604593754E0,4.762255773E-2,6.604767508E0
3.888242245E0,5.226217210E-3,6.725184441E0,4.906192422E-2,6.725365428E0
3.898242245E0,5.230475683E-3,6.845785618E0,4.980503023E-2,6.845968786E0
3.908242245E0,5.229410715E-3,6.963928223E0,5.005202070E-2,6.964110054E0
3.918242245E0,5.150629207E-3,7.073229790E0,4.952716455E-2,7.073405059E0
3.928242245E0,4.929188173E-3,7.170022488E0,4.873508587E-2,7.170189808E0
3.938242245E0,4.641741049E-3,7.253027916E0,4.717648402E-2,7.253182827E0
3.948242245E0,4.340453539E-3,7.317508698E0,4.506640881E-2,7.317648759E0
3.958242245E0,4.051941913E-3,7.361696720E0,4.226539284E-2,7.361819162E0
3.968242245E0,3.764494555E-3,7.385146141E0,3.883199394E-2,7.385249191E0
3.978242245E0,3.470659489E-3,7.385499477E0,3.447983041E-2,7.385580778E0
3.988242245E0,3.170436714E-3,7.366147041E0,2.961877920E-2,7.366207271E0
3.998242245E0,2.888312563E-3,7.324075222E0,2.456609532E-2,7.324116991E0
4.008242245E0,2.889377298E-3,7.267181873E0,1.934839413E-2,7.267208205E0
4.018242245E0,2.890441800E-3,7.198673725E0,1.410620846E-2,7.198688126E0
4.028242245E0,2.890441800E-3,7.122924805E0,8.341293782E-3,7.122930275E0
4.038242245E0,2.885118825E-3,7.040765285E0,2.592348494E-3,7.040766354E0
4.048242245E0,2.877666382E-3,6.953321457E0,-3.318418982E-3,6.953322844E0
4.058242245E0,2.886183327E-3,6.862989426E0,-9.080139920E-3,6.862996039E0
4.068242245E0,2.879795618E-3,6.772112846E0,-1.494832244E-2,6.772129957E0
4.078242245E0,2.869149437E-3,6.675529480E0,-2.067171596E-2,6.675562103E0
4.088242245E0,2.869149437E-3,6.575895786E0,-2.647602186E-2,6.575949711E0
4.098242245E0,2.863826463E-3,6.462825775E0,-3.263484687E-2,6.462908806E0
4.108242245E0,2.854244784E-3,6.334480762E0,-3.947289661E-2,6.334604391E0
4.118242245E0,2.847857075E-3,6.190979481E0,-4.662820324E-2,6.191155727E0
4.128242245E0,2.846792573E-3,6.027061939E0,-5.401134118E-2,6.027304617E0
4.138242245E0,2.853180282E-3,5.843308926E0,-6.204921752E-2,5.843639059E0
4.148242245E0,2.852115547E-3,5.635286331E0,-7.094518095E-2,5.635733616E0
4.158242245E0,2.855309518E-3,5.404150963E0,-8.082059026E-2,5.404756031E0
4.168242245E0,2.860632492E-3,5.146638870E0,-9.091956913E-2,5.147442687E0
4.178242245E0,2.868084935E-3,4.868911743E0,-1.011239439E-1,4.869962612E0
4.188242245E0,2.872343408E-3,4.573698997E0,-1.112069562E-1,4.575051667E0
4.198242245E0,2.873407910E-3,4.263937473E0,-1.208151504E-1,4.265649696E0
4.208242245E0,2.873407910E-3,3.944355488E0,-1.295695156E-1,3.946484097E0
4.218242245E0,2.865955699E-3,3.618557453E0,-1.372241229E-1,3.621159582E0
4.228242245E0,2.859567991E-3,3.291309357E0,-1.437683403E-1,3.294449088E0
4.238242245E0,2.861697227E-3,2.972544193E0,-1.486315280E-1,2.976259146E0
4.248242245E0,2.863826463E-3,2.666735649E0,-1.514421254E-1,2.671033871E0
4.258242245E0,2.855309518E-3,2.374572039E0,-1.518871337E-1,2.379426448E0
4.268242245E0,2.857438754E-3,2.098905802E0,-1.505169719E-1,2.104297766E0
4.278242245E0,2.945802175E-3,1.843465328E0,-1.472709477E-1,1.849340917E0
4.288242245E0,3.165113740E-3,1.608395219E0,-1.421746016E-1,1.614669878E0
4.298242245E0,3.221538616E-3,1.393765807E0,-1.351949573E-1,1.400311101E0
4.308242245E0,3.325871192E-3,1.199864507E0,-1.272965521E-1,1.206602796E0
4.318242245E0,3.332258901E-3,1.023904204E0,-1.187402084E-1,1.030771634E0
4.328242245E0,3.333323635E-3,8.651225567E-1,-1.098293364E-1,8.720726072E-1
4.338242245E0,3.336517373E-3,7.209283710E-1,-1.009291187E-1,7.279667131E-1
4.348242245E0,3.338646609E-3,5.880234241E-1,-9.288591892E-2,5.953238512E-1
4.358242245E0,3.336517373E-3,4.670283496E-1,-8.643326163E-2,4.749708627E-1
4.368242245E0,3.050134750E-3,3.537208736E-1,-8.169037849E-2,3.630441814E-1
4.378242245E0,2.923445078E-3,2.455725819E-1,-7.877971232E-2,2.579160378E-1
4.388242245E0,2.635997953E-3,1.417668611E-1,-7.768209279E-2,1.616765256E-1
4.398242245E0,2.562539186E-3,4.182890058E-2,-7.860298455E-2,8.907666760E-2
4.408242245E0,2.283608774E-3,-5.578499660E-2,-8.113784343E-2,9.849127043E-2
4.418242245E0,2.234636340E-3,-1.570132822E-1,-8.505883813E-2,1.785865906E-1
4.428242245E0,2.094106516E-3,-2.620007396E-1,-9.023501724E-2,2.771121274E-1
4.438242245E0,1.808788511E-3,-3.704609573E-1,-9.616175294E-2,3.827423093E-1
4.448242245E0,1.522405888E-3,-4.819170535E-1,-1.019564793E-1,4.925865282E-1
4.458242245E0,1.231764792E-3,-5.916207433E-1,-1.070155501E-1,6.012228780E-1
4.468242245E0,9.485759656E-4,-6.968200803E-1,-1.111111417E-1,7.056237028E-1
4.478242245E0,6.643225788E-4,-7.976927757E-1,-1.140335202E-1,8.058026120E-1
4.488242245E0,3.726168070E-4,-8.898142576E-1,-1.156772971E-1,8.973019497E-1
4.498242245E0,8.091107884E-5,-9.745143652E-1,-1.154026240E-1,9.813236062E-1
4.508242245E0,-2.054715587E-4,-1.047193766E0,-1.132467687E-1,1.053299414E0
4.518242245E0,-4.918542108E-4,-1.108309388E0,-1.092139930E-1,1.113677529E0
4.528242245E0,-7.835599245E-4,-1.156476974E0,-1.041634381E-1,1.161158744E0
4.538242245E0,-1.076330314E-3,-1.193765283E0,-9.825479984E-2,1.197802452E0
4.548242245E0,-1.373359119E-3,-1.219872952E0,-9.183940291E-2,1.223325950E0
4.558242245E0,-1.666129450E-3,-1.236161590E0,-8.519724011E-2,1.239095162E0
4.568242245E0,-1.948253601E-3,-1.244402885E0,-7.889150083E-2,1.246902645E0
4.578242245E0,-2.170759020E-3,-1.245316267E0,-7.340764254E-2,1.247479859E0
4.588242245E0,-2.457141876E-3,-1.239391685E0,-6.911829114E-2,1.241319912E0
4.598242245E0,-2.756299917E-3,-1.232250214E0,-6.648974866E-2,1.234045815E0
4.608242245E0,-3.055457957E-3,-1.225919962E0,-6.592762470E-2,1.227695215E0
4.618242245E0,-3.296061885E-3,-1.218099236E0,-6.739360839E-2,1.219966603E0
4.628242245E0,-3.581380006E-3,-1.211046219E0,-7.039903104E-2,1.213095954E0
4.638242245E0,-3.879473312E-3,-1.203686476E0,-7.492791861E-2,1.206022543E0
4.648242245E0,-4.167985171E-3,-1.197726727E0,-8.114423603E-2,1.200479517E0
4.658242245E0,-4.226539284E-3,-1.191223025E0,-8.898941427E-2,1.194549821E0
4.668242245E0,-4.324484151E-3,-1.185541034E0,-9.756598622E-2,1.189556794E0
4.678242245E0,-4.331936594E-3,-1.179626107E0,-1.062884182E-1,1.184412828E0
4.688242245E0,-4.328742623E-3,-1.172104478E0,-1.150427833E-1,1.177744661E0
4.698242245E0,-4.333001096E-3,-1.162842393E0,-1.231605038E-1,1.169354401E0
4.708242245E0,-4.327678122E-3,-1.150265932E0,-1.299410611E-1,1.157590222E0
4.718242245E0,-4.335130565E-3,-1.135645628E0,-1.347797662E-1,1.143623789E0
4.728242245E0,-4.340453539E-3,-1.119756103E0,-1.374455690E-1,1.128168362E0
4.738242245E0,-4.501210991E-3,-1.100159645E0,-1.375137120E-1,1.108729690E0
4.748242245E0,-4.214828368E-3,-1.079973459E0,-1.346711665E-1,1.088345883E0
4.758242245E0,-4.131788388E-3,-1.056756258E0,-1.289467067E-1,1.064602327E0
4.768242245E0,-3.852857975E-3,-1.031869650E0,-1.204691455E-1,1.038885284E0
4.778242245E0,-3.804950044E-3,-1.007055521E0,-1.092001498E-1,1.012965929E0
4.788242245E0,-3.662290983E-3,-9.815993905E-1,-9.533241391E-2,9.862246422E-1
4.798242245E0,-3.367391415E-3,-9.564413428E-1,-7.893408090E-2,9.596988959E-1
4.808242245E0,-3.082073294E-3,-9.301697612E-1,-6.104847416E-2,9.321760563E-1
4.818242245E0,-2.789302962E-3,-9.025141597E-1,-4.253793508E-2,9.035203731E-1
4.828242245E0,-2.507178811E-3,-8.755111098E-1,-2.412427776E-2,8.758470016E-1
4.838242245E0,-2.225054661E-3,-8.479811549E-1,-6.796530914E-3,8.480113105E-1
4.848242245E0,-1.931219711E-3,-8.219330907E-1,9.197248146E-3,8.219868153E-1
4.858242245E0,-1.645901706E-3,-7.954890132E-1,2.350147441E-2,7.958377965E-1
4.868242245E0,-1.356325229E-3,-7.695144415E-1,3.602459282E-2,7.703584144E-1
4.878242245E0,-1.073136460E-3,-7.434865832E-1,4.615018889E-2,7.449183116E-1
4.888242245E0,-7.878183969E-4,-7.165325880E-1,5.372921750E-2,7.185446396E-1
4.898242245E0,-5.025003920E-4,-6.901587248E-1,5.854555592E-2,6.926376398E-1
4.908242245E0,-4.971773014E-4,-6.639425159E-1,6.073760614E-2,6.667150578E-1
4.918242245E0,-4.918542108E-4,-6.372684240E-1,6.080680713E-2,6.401630683E-1
4.928242245E0,-4.961126833E-4,-6.100834012E-1,5.968895555E-2,6.129965530E-1
4.938242245E0,-5.578605924E-4,-5.808308125E-1,5.782800168E-2,5.837026826E-1
4.948242245E0,-5.642483011E-4,-5.517688394E-1,5.570727959E-2,5.545741352E-1
4.958242245E0,-5.578605924E-4,-5.214708447E-1,5.338853598E-2,5.241969944E-1
4.968242245E0,-5.482790293E-4,-4.902402461E-1,5.120926350E-2,4.929078901E-1
4.978242245E0,-5.897991941E-4,-4.584698677E-1,4.977734759E-2,4.611645604E-1
4.988242245E0,-5.919284304E-4,-4.249939620E-1,4.898101464E-2,4.278076179E-1
4.998242245E0,-5.844761035E-4,-3.924453557E-1,4.884154722E-2,3.954733816E-1
5.008242245E0,-5.834114854E-4,-3.591035903E-1,4.908108711E-2,3.624426603E-1
5.018242245E0,-5.748945405E-4,-3.281125426E-1,4.998388514E-2,3.318984181E-1
5.028242245E0,-4.066846450E-4,-2.985310256E-1,5.160210654E-2,3.029582745E-1
5.038242245E0,-1.628867758E-4,-2.702291608E-1,5.377712473E-2,2.755282291E-1
5.048242245E0,1.266897161E-4,-2.445590645E-1,5.633221194E-2,2.509630853E-1
5.058242245E0,4.162662080E-4,-2.197832465E-1,5.837202072E-2,2.274030376E-1
5.068242245E0,4.152015899E-4,-1.979010552E-1,5.954523385E-2,2.066655146E-1
5.078242245E0,4.205247096E-4,-1.804136187E-1,5.909276754E-2,1.898452154E-1
5.088242245E0,4.237185640E-4,-1.641909331E-1,5.731378868E-2,1.739071949E-1
5.098242245E0,4.258478002E-4,-1.514325440E-1,5.467140302E-2,1.609998728E-1
5.108242245E0,1.352066756E-4,-1.411067992E-1,5.190232769E-2,1.503495883E-1
5.118242245E0,-1.650160266E-4,-1.346509457E-1,4.877873510E-2,1.432140684E-1
5.128242245E0,-4.471401917E-4,-1.306192279E-1,4.495142773E-2,1.381383853E-1
5.138242245E0,-7.377812872E-4,-1.268185377E-1,4.022451863E-2,1.330469756E-1
5.148242245E0,-1.026293146E-3,-1.249724850E-1,3.476089239E-2,1.297208346E-1
5.158242245E0,-1.329709776E-3,-1.220181659E-1,2.844769694E-2,1.252975355E-1
5.168242245E0,-1.329709776E-3,-1.191298589E-1,2.188964188E-2,1.211315311E-1
5.178242245E0,-1.331839012E-3,-1.167461723E-1,1.586070098E-2,1.178261617E-1
5.188242245E0,-1.324386685E-3,-1.133606806E-1,1.068984438E-2,1.138712900E-1
5.198242245E0,-1.315869624E-3,-1.093215197E-1,6.443077233E-3,1.095191282E-1
5.208242245E0,-1.322257449E-3,-1.026889384E-1,2.183534671E-3,1.027206613E-1
5.218242245E0,-1.319063595E-3,-9.426460415E-2,-1.881182659E-3,9.429259978E-2
5.228242245E0,-1.313740388E-3,-8.528453857E-2,-5.989549216E-3,8.550469655E-2
5.238242245E0,-1.312675769E-3,-7.514723390E-2,-1.007875241E-2,7.583146531E-2
5.248242245E0,-1.312675769E-3,-6.498650461E-2,-1.397951879E-2,6.648605752E-2
5.258242245E0,-1.602252363E-3,-5.410609022E-2,-1.743527316E-2,5.686848830E-2
5.268242245E0,-1.594800036E-3,-4.367069155E-2,-2.040449716E-2,4.822879007E-2
5.278242245E0,-1.596929273E-3,-3.408059850E-2,-2.356215753E-2,4.146338921E-2
5.288242245E0,-1.590541564E-3,-2.497171424E-2,-2.737243101E-2,3.708593149E-2
