"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.412085424E0,-2.178649902E-1,9.299804688E0,2.258331299E0,9.572559357E0
6.414560424E0,-2.373962402E-1,9.289489746E0,2.251556396E0,9.561405907E0
6.417085424E0,-2.406311035E-1,9.293762207E0,2.248748779E0,9.564977280E0
6.419560424E0,-2.710266113E-1,9.298370361E0,2.251037598E0,9.570805455E0
6.422035424E0,-3.123779297E-1,9.297271729E0,2.251617432E0,9.571134866E0
6.424510424E0,-3.276367188E-1,9.297088623E0,2.255157471E0,9.572300554E0
6.426985424E0,-3.193969727E-1,9.296752930E0,2.272277832E0,9.575744149E0
6.429460424E0,-3.256835938E-1,9.300628662E0,2.280426025E0,9.581654668E0
6.431935424E0,-3.188476562E-1,9.305053711E0,2.299804688E0,9.590348794E0
6.434460424E0,-3.148498535E-1,9.312133789E0,2.292449951E0,9.595326618E0
6.436935424E0,-3.225097656E-1,9.324218750E0,2.286987305E0,9.606007432E0
6.439410424E0,-3.162231445E-1,9.325164795E0,2.285614014E0,9.606389902E0
6.441885424E0,-3.074035645E-1,9.332885742E0,2.284790039E0,9.613403079E0
6.444360424E0,-2.927551270E-1,9.328033447E0,2.294311523E0,9.610503573E0
6.446835424E0,-3.082580566E-1,9.334136963E0,2.291778564E0,9.616308276E0
6.449310424E0,-3.103332520E-1,9.326385498E0,2.281677246E0,9.606447014E0
6.451835424E0,-3.032836914E-1,9.334045410E0,2.277770996E0,9.612732464E0
6.454310424E0,-2.700195312E-1,9.342102051E0,2.278747559E0,9.619795825E0
6.456785424E0,-2.598266602E-1,9.349487305E0,2.283782959E0,9.627880730E0
6.459260424E0,-2.499694824E-1,9.355834961E0,2.284790039E0,9.634022944E0
6.461735424E0,-2.380371094E-1,9.353057861E0,2.280059814E0,9.629902688E0
6.464210424E0,-2.354736328E-1,9.349548340E0,2.275512695E0,9.625355059E0
6.466685424E0,-2.226562500E-1,9.347747803E0,2.272399902E0,9.622565464E0
6.469210424E0,-2.133789062E-1,9.354309082E0,2.269470215E0,9.628038430E0
6.471685424E0,-2.164916992E-1,9.359771729E0,2.266815186E0,9.632790175E0
6.474160424E0,-2.372131348E-1,9.350372314E0,2.269409180E0,9.624757167E0
6.476635424E0,-2.388305664E-1,9.328216553E0,2.270843506E0,9.603613608E0
6.479160424E0,-2.531127930E-1,9.323547363E0,2.282318115E0,9.602165251E0
6.481635424E0,-2.659912109E-1,9.326019287E0,2.287536621E0,9.606154843E0
6.484110424E0,-2.687377930E-1,9.326965332E0,2.295013428E0,9.608932768E0
6.486585424E0,-2.802429199E-1,9.325836182E0,2.306213379E0,9.610846827E0
6.489060424E0,-2.950744629E-1,9.324401855E0,2.319854736E0,9.613181830E0
6.491535424E0,-2.902221680E-1,9.309844971E0,2.320343018E0,9.599032972E0
6.494010424E0,-2.968139648E-1,9.314758301E0,2.328735352E0,9.606030870E0
6.496535424E0,-2.928161621E-1,9.321533203E0,2.326507568E0,9.611938412E0
6.499010424E0,-2.860412598E-1,9.316436768E0,2.305725098E0,9.601780141E0
6.501485424E0,-2.800598145E-1,9.307586670E0,2.299804688E0,9.591595525E0
6.503960424E0,-2.732849121E-1,9.319610596E0,2.286590576E0,9.599912643E0
6.506435424E0,-2.689819336E-1,9.302368164E0,2.262817383E0,9.577408170E0
6.508910424E0,-2.579040527E-1,9.295135498E0,2.242401123E0,9.565271623E0
6.511385424E0,-2.628173828E-1,9.285552979E0,2.221466064E0,9.551202991E0
6.513910424E0,-2.514648438E-1,9.278900146E0,2.189270020E0,9.536987245E0
6.516385424E0,-2.438354492E-1,9.283813477E0,2.145263672E0,9.531568843E0
6.518860424E0,-2.391357422E-1,9.288421631E0,2.132385254E0,9.533049311E0
6.521341466E0,-2.408447266E-1,9.297393799E0,2.103240967E0,9.535363664E0
6.523816466E0,-2.402038574E-1,9.292602539E0,2.066741943E0,9.522687756E0
6.526291466E0,-2.391357422E-1,9.307708740E0,2.040649414E0,9.531782516E0
6.528766466E0,-2.300720215E-1,9.311035156E0,2.020355225E0,9.530484985E0
6.531291466E0,-2.372131348E-1,9.319854736E0,2.000122070E0,9.535011834E0
6.533766466E0,-2.455139160E-1,9.323486328E0,1.988189697E0,9.536276667E0
6.536241466E0,-2.546691895E-1,9.325714111E0,1.986053467E0,9.538249758E0
6.538730320E0,-2.581481934E-1,9.309600830E0,1.976043701E0,9.520507172E0
6.541205320E0,-2.446899414E-1,9.305297852E0,1.984130859E0,9.517626623E0
6.543680320E0,-2.594604492E-1,9.308166504E0,2.005432129E0,9.525284322E0
6.546155320E0,-2.691040039E-1,9.312316895E0,2.016937256E0,9.532035397E0
6.548680320E0,-2.809143066E-1,9.329650879E0,2.022491455E0,9.550485331E0
6.551155320E0,-2.862854004E-1,9.343841553E0,2.049316406E0,9.570215882E0
6.553630320E0,-2.972412109E-1,9.356475830E0,2.064697266E0,9.586186264E0
6.556116205E0,-2.960510254E-1,9.353302002E0,2.096588135E0,9.589973220E0
6.558641205E0,-3.125000000E-1,9.368225098E0,2.114868164E0,9.609056410E0
6.561116205E0,-3.246459961E-1,9.385162354E0,2.127441406E0,9.628742097E0
6.563591205E0,-3.200378418E-1,9.382873535E0,2.141906738E0,9.629564085E0
6.566066205E0,-3.299255371E-1,9.378814697E0,2.173583984E0,9.633041229E0
6.568541205E0,-3.425598145E-1,9.374328613E0,2.206726074E0,9.636650048E0
6.571016205E0,-3.522949219E-1,9.372406006E0,2.221893311E0,9.638615872E0
6.573491205E0,-3.539123535E-1,9.365997314E0,2.252838135E0,9.639628588E0
6.576016205E0,-3.728942871E-1,9.370971680E0,2.269927979E0,9.649183043E0
6.578491205E0,-3.880310059E-1,9.386535645E0,2.294494629E0,9.670694136E0
6.580966205E0,-4.184570312E-1,9.386413574E0,2.318664551E0,9.677606697E0
6.583441205E0,-4.338378906E-1,9.404418945E0,2.328826904E0,9.698182601E0
6.585916205E0,-4.363403320E-1,9.417175293E0,2.334350586E0,9.711991353E0
6.588391205E0,-4.343566895E-1,9.417663574E0,2.324707031E0,9.710062601E0
6.590866205E0,-4.251403809E-1,9.422271729E0,2.313751221E0,9.711508306E0
6.593391205E0,-4.318542480E-1,9.432617188E0,2.300415039E0,9.718676579E0
6.595866205E0,-4.353332520E-1,9.430877686E0,2.286468506E0,9.713851306E0
6.598341205E0,-4.198913574E-1,9.419555664E0,2.259460449E0,9.695849585E0
6.600819903E0,-4.032287598E-1,9.419494629E0,2.239044189E0,9.690345266E0
6.603294903E0,-3.946228027E-1,9.404235840E0,2.222839355E0,9.671421493E0
6.605769903E0,-3.779296875E-1,9.397949219E0,2.198181152E0,9.658999987E0
6.608244903E0,-3.660278320E-1,9.386932373E0,2.179870605E0,9.643666917E0
6.610769903E0,-3.617553711E-1,9.374725342E0,2.160339355E0,9.627222253E0
6.613244903E0,-3.476257324E-1,9.356170654E0,2.150115967E0,9.606340179E0
6.615719903E0,-3.265075684E-1,9.355224609E0,2.131072998E0,9.600432636E0
6.618204278E0,-3.024597168E-1,9.353424072E0,2.129699707E0,9.597585352E0
6.620679278E0,-2.748413086E-1,9.341583252E0,2.120910645E0,9.583265485E0
6.623154278E0,-2.394714355E-1,9.330932617E0,2.121795654E0,9.572129694E0
6.625629278E0,-2.344665527E-1,9.326507568E0,2.116546631E0,9.566529550E0
6.628138080E0,-2.095031738E-1,9.318908691E0,2.102996826E0,9.555550556E0
6.630663080E0,-1.857299805E-1,9.317810059E0,2.100860596E0,9.553517423E0
6.633138080E0,-1.574707031E-1,9.318725586E0,2.088928223E0,9.551286023E0
6.635613080E0,-1.294555664E-1,9.302001953E0,2.077392578E0,9.532028063E0
6.638088080E0,-1.063537598E-1,9.294219971E0,2.071228027E0,9.522805339E0
6.640563080E0,-9.271240234E-2,9.282745361E0,2.076141357E0,9.512534887E0
6.643038080E0,-7.510375977E-2,9.287780762E0,2.072845459E0,9.516575033E0
6.645513080E0,-3.897094727E-2,9.282684326E0,2.062377930E0,9.509108778E0
6.648038080E0,-2.914428711E-2,9.280822754E0,2.077331543E0,9.510511380E0
6.650513080E0,-1.736450195E-2,9.271484375E0,2.087677002E0,9.503637162E0
6.652988080E0,-1.867675781E-2,9.270172119E0,2.106414795E0,9.506493740E0
6.655463080E0,-1.412963867E-2,9.276397705E0,2.125762939E0,9.516859887E0
6.657988080E0,-2.526855469E-2,9.278198242E0,2.139282227E0,9.521666323E0
6.660463080E0,-3.872680664E-2,9.285797119E0,2.127655029E0,9.526512679E0
6.662938080E0,-5.758666992E-2,9.293457031E0,2.117553711E0,9.531825299E0
6.665413080E0,-8.279418945E-2,9.292327881E0,2.134552002E0,9.534701074E0
6.667888080E0,-8.523559570E-2,9.299682617E0,2.130645752E0,9.541017409E0
6.670363080E0,-8.773803711E-2,9.304229736E0,2.132385254E0,9.545860664E0
6.672838080E0,-9.677124023E-2,9.310943604E0,2.122528076E0,9.550296377E0
6.675363080E0,-1.205444336E-1,9.317565918E0,2.116363525E0,9.555655926E0
6.677838080E0,-1.329345703E-1,9.326843262E0,2.101257324E0,9.561535398E0
6.680313080E0,-1.318664551E-1,9.334930420E0,2.091094971E0,9.567183122E0
6.682788080E0,-1.458129883E-1,9.327514648E0,2.086059570E0,9.559049925E0
6.685263080E0,-1.410827637E-1,9.335845947E0,2.067321777E0,9.563040480E0
6.687738080E0,-1.564636230E-1,9.333923340E0,2.055358887E0,9.558823460E0
6.690213080E0,-1.675415039E-1,9.336242676E0,2.027465820E0,9.555318682E0
6.692738080E0,-1.698608398E-1,9.341339111E0,1.998260498E0,9.554188302E0
6.695213080E0,-1.544189453E-1,9.357635498E0,1.973358154E0,9.564691826E0
6.697688080E0,-1.463928223E-1,9.364990234E0,1.945404053E0,9.566037313E0
6.700163080E0,-1.372375488E-1,9.360565186E0,1.943481445E0,9.561178529E0
6.702638080E0,-1.219177246E-1,9.351409912E0,1.920684814E0,9.547395531E0
6.705113080E0,-1.203613281E-1,9.330444336E0,1.906555176E0,9.524002887E0
6.707588080E0,-1.201782227E-1,9.335723877E0,1.876861572E0,9.523276352E0
6.710113080E0,-1.199035645E-1,9.330810547E0,1.848907471E0,9.512983820E0
6.712588080E0,-1.234741211E-1,9.315795898E0,1.835693359E0,9.495739528E0
6.715063080E0,-1.434631348E-1,9.290100098E0,1.802246094E0,9.464387591E0
6.717540112E0,-1.568298340E-1,9.271362305E0,1.776916504E0,9.441408096E0
6.720015112E0,-1.749572754E-1,9.272155762E0,1.731292725E0,9.434026554E0
6.722490112E0,-1.817932129E-1,9.268981934E0,1.700836182E0,9.425493015E0
6.724965112E0,-1.885375977E-1,9.281951904E0,1.660858154E0,9.431257996E0
6.727490112E0,-1.672973633E-1,9.278503418E0,1.637207031E0,9.423325366E0
6.729965112E0,-1.678466797E-1,9.278076172E0,1.613922119E0,9.418896675E0
6.732440112E0,-1.791381836E-1,9.280639648E0,1.564849854E0,9.413347855E0
6.734915112E0,-1.627502441E-1,9.281372070E0,1.516845703E0,9.405911760E0
6.737440112E0,-1.462707520E-1,9.271362305E0,1.460876465E0,9.386890548E0
6.739915112E0,-1.374816895E-1,9.261444092E0,1.412231445E0,9.369506152E0
6.742390112E0,-1.435852051E-1,9.260833740E0,1.375518799E0,9.363530864E0
6.744865112E0,-1.480712891E-1,9.249053955E0,1.339782715E0,9.346761038E0
6.747340112E0,-1.725769043E-1,9.240234375E0,1.308685303E0,9.334043674E0
6.749815112E0,-1.972351074E-1,9.228698730E0,1.294769287E0,9.321169962E0
6.752290112E0,-2.007446289E-1,9.219055176E0,1.313049316E0,9.314256559E0
6.754815112E0,-2.406921387E-1,9.207855225E0,1.366546631E0,9.311819384E0
6.757290112E0,-2.695312500E-1,9.200866699E0,1.433410645E0,9.315753388E0
6.759765112E0,-2.981872559E-1,9.203979492E0,1.492431641E0,9.328960625E0
6.762240112E0,-3.381958008E-1,9.202301025E0,1.552215576E0,9.338420303E0
6.764765112E0,-3.778686523E-1,9.210693359E0,1.630584717E0,9.361541721E0
6.767240112E0,-4.180297852E-1,9.208709717E0,1.724121094E0,9.378042285E0
6.769715112E0,-4.360961914E-1,9.209838867E0,1.812164307E0,9.396555290E0
6.772190112E0,-4.530944824E-1,9.202789307E0,1.894958496E0,9.406779116E0
6.774665112E0,-4.592590332E-1,9.202911377E0,1.958984375E0,9.420303416E0
6.777140112E0,-4.631042480E-1,9.205657959E0,2.016876221E0,9.435379891E0
6.779615112E0,-4.573059082E-1,9.200378418E0,2.080383301E0,9.443732652E0
6.782140112E0,-4.444274902E-1,9.205474854E0,2.143524170E0,9.462186795E0
6.784615112E0,-4.177246094E-1,9.197814941E0,2.197875977E0,9.465989243E0
6.787090112E0,-3.984069824E-1,9.191711426E0,2.219421387E0,9.464254770E0
6.792283809E0,-2.724609375E-1,9.345062256E0,1.957031250E0,9.551669741E0
6.794808705E0,-1.972961426E-1,9.320617676E0,1.880401611E0,9.510454765E0
6.797333705E0,-2.255249023E-1,9.363708496E0,1.863647461E0,9.550030374E0
6.799858705E0,-1.316833496E-1,9.287109375E0,1.731475830E0,9.448055334E0
6.802383705E0,-1.062927246E-1,9.252624512E0,1.746337891E0,9.416584016E0
6.804908705E0,2.441406250E-2,9.078826904E0,1.796142578E0,9.254826966E0
6.807433705E0,1.724243164E-2,8.976806641E0,1.769317627E0,9.149526743E0
6.809958705E0,-2.584838867E-2,8.903564453E0,1.516967773E0,9.031905631E0
6.812483705E0,-9.469604492E-2,9.142150879E0,1.713653564E0,9.301854577E0
6.815008705E0,-7.989501953E-2,9.097900391E0,1.661041260E0,9.248634104E0
6.817533705E0,-6.356811523E-2,9.045166016E0,1.611541748E0,9.187825421E0
6.820058705E0,-6.445312500E-2,9.015899658E0,1.616333008E0,9.159865351E0
6.822583705E0,-8.398437500E-2,9.005676270E0,1.627105713E0,9.151870380E0
6.825108705E0,-1.254577637E-1,9.001953125E0,1.667755127E0,9.155998410E0
6.827633705E0,-1.695556641E-1,9.017883301E0,1.730651855E0,9.184014601E0
6.830158705E0,-2.018432617E-1,9.047943115E0,1.822937012E0,9.231961583E0
6.832683705E0,-2.301940918E-1,9.068756104E0,1.968750000E0,9.282849947E0
6.835208705E0,-2.839660645E-1,9.093231201E0,2.137603760E0,9.345418141E0
6.837733705E0,-3.276977539E-1,9.112579346E0,2.342712402E0,9.414605119E0
6.840258705E0,-3.722534180E-1,9.105560303E0,2.540435791E0,9.460635023E0
6.842783705E0,-4.177246094E-1,9.092224121E0,2.755950928E0,9.509905301E0
6.845308705E0,-4.593200684E-1,9.090484619E0,2.964324951E0,9.572622836E0
6.847833705E0,-5.050659180E-1,9.088226318E0,3.164062500E0,9.636505627E0
6.850358705E0,-5.563659668E-1,9.088165283E0,3.383178711E0,9.713402570E0
6.852883705E0,-5.958557129E-1,9.087799072E0,3.581481934E0,9.786222399E0
6.855408705E0,-6.307983398E-1,9.092224121E0,3.763214111E0,9.860437438E0
6.857933705E0,-6.944274902E-1,9.094146729E0,3.901397705E0,9.920012012E0
6.860458705E0,-7.594299316E-1,9.114837646E0,4.011840820E0,9.987585590E0
6.862983705E0,-7.746887207E-1,9.134124756E0,4.101501465E0,1.004264367E1
6.865508705E0,-7.777099609E-1,9.150146484E0,4.154418945E0,1.007914730E1
6.868033705E0,-7.627258301E-1,9.169189453E0,4.207916260E0,1.011742779E1
6.870558705E0,-7.213745117E-1,9.193206787E0,4.230010986E0,1.014536471E1
6.873083705E0,-6.848754883E-1,9.222106934E0,4.235046387E0,1.017113212E1
6.875608705E0,-6.245422363E-1,9.240600586E0,4.204284668E0,1.017127139E1
6.878133705E0,-5.314025879E-1,9.275329590E0,4.182800293E0,1.018871660E1
6.880658705E0,-4.380187988E-1,9.293640137E0,4.142852783E0,1.018463729E1
6.883183705E0,-3.663635254E-1,9.297576904E0,4.070678711E0,1.015625835E1
6.885708705E0,-3.005371094E-1,9.295318604E0,3.972991943E0,1.011325543E1
6.888233705E0,-2.466125488E-1,9.280273438E0,3.844421387E0,1.004807786E1
6.890758705E0,-2.186584473E-1,9.232055664E0,3.707061768E0,9.950928110E0
6.893283705E0,-1.838073730E-1,9.193328857E0,3.532897949E0,9.850504990E0
6.895808705E0,-1.679077148E-1,9.143280029E0,3.362121582E0,9.743286110E0
6.898333705E0,-1.608276367E-1,9.089660645E0,3.171783447E0,9.628499696E0
6.900858705E0,-1.623840332E-1,9.050140381E0,2.982452393E0,9.530290224E0
6.903383705E0,-1.622009277E-1,8.987609863E0,2.813598633E0,9.419117658E0
6.905908705E0,-1.723327637E-1,8.949401855E0,2.653442383E0,9.336072441E0
6.908433705E0,-1.856079102E-1,8.933319092E0,2.471282959E0,9.270700068E0
6.910958705E0,-2.027282715E-1,8.924865723E0,2.294769287E0,9.217390791E0
6.913483705E0,-2.317504883E-1,8.908874512E0,2.163757324E0,9.170801443E0
6.916008705E0,-2.607421875E-1,8.912902832E0,2.062896729E0,9.152232858E0
6.918533705E0,-2.960510254E-1,8.919952393E0,1.969421387E0,9.139574251E0
6.921058705E0,-3.175964355E-1,8.910919189E0,1.892669678E0,9.115237068E0
6.923583705E0,-3.389587402E-1,8.904998779E0,1.841491699E0,9.099724609E0
6.926108705E0,-3.338012695E-1,8.875488281E0,1.837799072E0,9.069907439E0
6.928633705E0,-3.346557617E-1,8.830902100E0,1.893981934E0,9.037919779E0
6.931158705E0,-3.408813477E-1,8.827056885E0,1.976531982E0,9.052061203E0
6.933683705E0,-3.400268555E-1,8.820434570E0,2.071166992E0,9.066720299E0
6.936208705E0,-3.464965820E-1,8.802093506E0,2.175720215E0,9.073624878E0
6.938733705E0,-3.461914062E-1,8.793914795E0,2.306762695E0,9.098018468E0
6.941258705E0,-3.572082520E-1,8.813354492E0,2.444244385E0,9.152985620E0
6.943783705E0,-3.905639648E-1,8.862304688E0,2.579559326E0,9.238350010E0
6.946308705E0,-4.438171387E-1,8.932220459E0,2.717010498E0,9.346854125E0
6.948833705E0,-4.981079102E-1,8.999572754E0,2.860900879E0,9.456488518E0
6.951358705E0,-5.388183594E-1,9.050445557E0,3.018859863E0,9.555857098E0
6.953883705E0,-5.643005371E-1,9.131134033E0,3.163696289E0,9.680135228E0
6.956408705E0,-5.635986328E-1,9.212829590E0,3.311767578E0,9.806206043E0
6.958933705E0,-5.953674316E-1,9.269805908E0,3.472442627E0,9.916734430E0
6.961458705E0,-5.923767090E-1,9.306213379E0,3.624633789E0,1.000472327E1
6.963983705E0,-6.018371582E-1,9.327819824E0,3.762298584E0,1.007597744E1
6.966508705E0,-6.130981445E-1,9.324523926E0,3.919738770E0,1.013345883E1
6.969033705E0,-6.172790527E-1,9.312072754E0,4.050384521E0,1.017356118E1
6.971558705E0,-6.344604492E-1,9.278717041E0,4.169097900E0,1.019208062E1
6.974083705E0,-6.687622070E-1,9.199554443E0,4.293884277E0,1.017430524E1
6.976608705E0,-7.244873047E-1,9.119934082E0,4.395385742E0,1.014975346E1
6.979133705E0,-7.702636719E-1,9.056488037E0,4.477935791E0,1.013238327E1
6.981658705E0,-8.526306152E-1,8.991363525E0,4.564788818E0,1.011972796E1
6.984183705E0,-8.976440430E-1,8.948822021E0,4.646667480E0,1.012317633E1
6.986708705E0,-9.363098145E-1,8.922882080E0,4.683959961E0,1.012096742E1
6.989233705E0,-9.493103027E-1,8.908935547E0,4.729675293E0,1.013114757E1
6.991758705E0,-9.616394043E-1,8.914215088E0,4.763214111E0,1.015264447E1
6.994283705E0,-9.471435547E-1,8.952941895E0,4.771881104E0,1.018936204E1
6.996808705E0,-9.255981445E-1,8.992370605E0,4.772827148E0,1.022249187E1
6.999333705E0,-8.754882812E-1,9.040435791E0,4.752075195E0,1.025076474E1
7.001858705E0,-7.949218750E-1,9.098388672E0,4.715789795E0,1.027867942E1
7.004383705E0,-7.309570312E-1,9.135620117E0,4.657989502E0,1.028059917E1
7.006908705E0,-6.664733887E-1,9.167327881E0,4.591003418E0,1.027430774E1
7.009433705E0,-6.244201660E-1,9.193145752E0,4.501281738E0,1.025501666E1
7.011958705E0,-5.640258789E-1,9.200866699E0,4.397125244E0,1.021316717E1
7.014483705E0,-5.385131836E-1,9.182189941E0,4.308410645E0,1.015701781E1
7.017008705E0,-5.058288574E-1,9.157287598E0,4.203033447E0,1.008847209E1
7.019533705E0,-4.801635742E-1,9.119323730E0,4.099700928E0,1.001000350E1
7.022020789E0,-4.845275879E-1,9.073303223E0,4.008850098E0,9.931287805E0
7.024507872E0,-4.847717285E-1,9.041351318E0,3.934020996E0,9.872059486E0
7.027032872E0,-4.979858398E-1,9.015197754E0,3.865631104E0,9.821653846E0
7.029557872E0,-5.044555664E-1,8.992919922E0,3.798217773E0,9.775149226E0
7.032082872E0,-5.129699707E-1,8.981597900E0,3.729858398E0,9.738792672E0
7.034607872E0,-5.133056641E-1,8.981201172E0,3.649841309E0,9.708079046E0
7.037132872E0,-5.275573730E-1,8.986053467E0,3.580535889E0,9.687502823E0
7.039607872E0,-5.414428711E-1,8.976776123E0,3.507446289E0,9.652867419E0
7.042082872E0,-5.427551270E-1,8.972930908E0,3.428131104E0,9.620818836E0
7.044607872E0,-5.323486328E-1,8.980590820E0,3.353790283E0,9.601162212E0
7.047132872E0,-5.255737305E-1,8.978088379E0,3.283996582E0,9.574284946E0
7.049657872E0,-5.270385742E-1,8.967193604E0,3.219970703E0,9.542355166E0
7.052182872E0,-5.340270996E-1,8.954498291E0,3.179138184E0,9.517097466E0
7.054707872E0,-5.432434082E-1,8.934265137E0,3.149688721E0,9.488769466E0
7.057182872E0,-5.341491699E-1,8.915100098E0,3.118133545E0,9.459761196E0
7.059657872E0,-5.309753418E-1,8.910491943E0,3.115997314E0,9.454535459E0
7.062182872E0,-5.223083496E-1,8.908294678E0,3.110382080E0,9.450132103E0
7.064707872E0,-5.219421387E-1,8.891632080E0,3.114196777E0,9.435664588E0
7.067205424E0,-5.014648438E-1,8.888183594E0,3.122222900E0,9.433957305E0
7.069702976E0,-4.881896973E-1,8.872497559E0,3.137908936E0,9.423694318E0
7.072227976E0,-4.730834961E-1,8.863983154E0,3.147125244E0,9.417982940E0
7.074702976E0,-4.559631348E-1,8.860046387E0,3.153350830E0,9.415516227E0
7.077177976E0,-4.516601562E-1,8.852325439E0,3.195312500E0,9.422191070E0
7.079702976E0,-4.385681152E-1,8.845306396E0,3.217681885E0,9.422593271E0
7.082227976E0,-4.291687012E-1,8.829345703E0,3.243438721E0,9.416019650E0
7.084702976E0,-4.179687500E-1,8.824798584E0,3.270782471E0,9.420710477E0
7.087177976E0,-4.172973633E-1,8.812591553E0,3.287292480E0,9.414998609E0
7.089702976E0,-4.142456055E-1,8.813232422E0,3.317718506E0,9.426129706E0
7.092177976E0,-4.058227539E-1,8.816528320E0,3.336914062E0,9.435616524E0
7.094652976E0,-4.004211426E-1,8.795806885E0,3.348358154E0,9.420088013E0
7.097177976E0,-3.887634277E-1,8.803833008E0,3.350982666E0,9.428027231E0
7.099702976E0,-3.941955566E-1,8.804931641E0,3.350494385E0,9.429105151E0
7.102177976E0,-3.975524902E-1,8.820007324E0,3.364501953E0,9.448304111E0
7.104652976E0,-4.096984863E-1,8.840423584E0,3.366790771E0,9.468696959E0
7.107177976E0,-4.268798828E-1,8.840179443E0,3.376892090E0,9.472824247E0
7.109652976E0,-4.256286621E-1,8.856567383E0,3.373962402E0,9.487021021E0
7.112127976E0,-4.419555664E-1,8.855682373E0,3.390899658E0,9.492978221E0
7.114652976E0,-4.612426758E-1,8.883453369E0,3.416595459E0,9.528988042E0
7.117177976E0,-4.736328125E-1,8.900268555E0,3.417114258E0,9.545458514E0
7.119652976E0,-4.739990234E-1,8.903198242E0,3.437774658E0,9.555621833E0
7.122127976E0,-4.634094238E-1,8.900634766E0,3.443817139E0,9.554890057E0
7.124652976E0,-4.561462402E-1,8.876312256E0,3.454833984E0,9.535872614E0
7.127177976E0,-4.499816895E-1,8.880981445E0,3.466430664E0,9.544132045E0
7.129652976E0,-4.536437988E-1,8.877929688E0,3.470825195E0,9.543063228E0
7.132127976E0,-4.614257812E-1,8.882904053E0,3.471832275E0,9.548430107E0
7.134652976E0,-4.566955566E-1,8.884826660E0,3.460388184E0,9.545836893E0
7.137177976E0,-4.684753418E-1,8.880859375E0,3.483337402E0,9.551061294E0
7.139652976E0,-4.739379883E-1,8.885955811E0,3.474456787E0,9.552836115E0
7.142127976E0,-4.917602539E-1,8.898529053E0,3.496429443E0,9.573435449E0
7.144652976E0,-5.222473145E-1,8.897277832E0,3.527313232E0,9.585209112E0
7.147127976E0,-5.492858887E-1,8.903961182E0,3.530120850E0,9.593956062E0
7.149602976E0,-5.814208984E-1,8.910034180E0,3.542694092E0,9.606114759E0
7.152127976E0,-6.030273438E-1,8.914978027E0,3.546295166E0,9.613359694E0
7.154652976E0,-6.290893555E-1,8.920257568E0,3.569091797E0,9.628352131E0
7.157127976E0,-6.414184570E-1,8.924255371E0,3.576812744E0,9.635732508E0
7.159602976E0,-6.721801758E-1,8.938995361E0,3.600769043E0,9.660383117E0
7.162127976E0,-6.827087402E-1,8.934509277E0,3.607269287E0,9.659396408E0
7.164602976E0,-6.785888672E-1,8.957305908E0,3.615783691E0,9.683372537E0
7.167077976E0,-6.676330566E-1,8.949584961E0,3.651580811E0,9.688903307E0
7.169552976E0,-6.414794922E-1,8.938262939E0,3.697113037E0,9.693950955E0
7.172077976E0,-6.052551270E-1,8.934906006E0,3.749389648E0,9.708594226E0
7.174552976E0,-5.597534180E-1,8.915466309E0,3.794525146E0,9.705528552E0
7.177027976E0,-5.109252930E-1,8.893127441E0,3.825927734E0,9.694662623E0
7.179552976E0,-4.606323242E-1,8.860687256E0,3.861175537E0,9.676395884E0
7.182027976E0,-4.235229492E-1,8.840515137E0,3.896575928E0,9.670438642E0
7.184502976E0,-3.760070801E-1,8.803405762E0,3.923248291E0,9.645372542E0
7.186977976E0,-3.288574219E-1,8.775634766E0,3.961029053E0,9.633777239E0
7.189502976E0,-2.886352539E-1,8.744232178E0,3.966461182E0,9.606129345E0
7.191977976E0,-2.616271973E-1,8.705627441E0,3.965209961E0,9.569706786E0
7.194452976E0,-2.405090332E-1,8.683959961E0,3.962097168E0,9.548152657E0
7.196977976E0,-2.294311523E-1,8.661987305E0,3.975402832E0,9.533440638E0
7.199452976E0,-2.197875977E-1,8.638092041E0,3.975677490E0,9.511621954E0
7.201927976E0,-2.088928223E-1,8.631286621E0,3.953735352E0,9.496039605E0
7.204402976E0,-2.060852051E-1,8.634674072E0,3.943908691E0,9.494971470E0
7.206927976E0,-2.056579590E-1,8.645874023E0,3.906433105E0,9.489660291E0
7.209402976E0,-2.142333984E-1,8.655761719E0,3.887939453E0,9.491268623E0
7.211877976E0,-2.210388184E-1,8.675811768E0,3.869689941E0,9.502266478E0
7.214402976E0,-2.249450684E-1,8.675445557E0,3.854125977E0,9.495696022E0
7.216877976E0,-2.279357910E-1,8.686889648E0,3.818634033E0,9.491889821E0
7.219352976E0,-2.297363281E-1,8.691772461E0,3.780151367E0,9.480993179E0
7.221827976E0,-2.341003418E-1,8.681732178E0,3.769897461E0,9.467808798E0
7.224352976E0,-2.260742188E-1,8.668151855E0,3.735839844E0,9.441634683E0
7.226827976E0,-2.257080078E-1,8.662750244E0,3.711486816E0,9.427052577E0
7.229302976E0,-2.202758789E-1,8.665802002E0,3.672119141E0,9.414303202E0
7.231777976E0,-2.262573242E-1,8.664001465E0,3.627929688E0,9.395636624E0
7.234302976E0,-2.248840332E-1,8.668548584E0,3.578430176E0,9.380803265E0
7.236777976E0,-2.148742676E-1,8.676177979E0,3.508758545E0,9.361283127E0
7.239252976E0,-2.004089355E-1,8.732238770E0,3.430297852E0,9.383981086E0
