"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.660158653E0,-1.836853027E-1,9.353179932E0,1.932647705E0,9.552530674E0
2.662633653E0,-2.063903809E-1,9.366577148E0,1.926727295E0,9.564917278E0
2.665108653E0,-2.320556641E-1,9.373779297E0,1.926269531E0,9.572465850E0
2.667583653E0,-2.303161621E-1,9.381378174E0,1.915527344E0,9.577710947E0
2.670058653E0,-2.279357910E-1,9.395324707E0,1.917694092E0,9.591748105E0
2.672583653E0,-2.365417480E-1,9.401062012E0,1.919616699E0,9.597960576E0
2.675058653E0,-2.313842773E-1,9.416931152E0,1.927032471E0,9.614862722E0
2.677533653E0,-2.398986816E-1,9.425903320E0,1.931213379E0,9.624696873E0
2.680008653E0,-2.229003906E-1,9.424102783E0,1.929840088E0,9.622249249E0
2.682483653E0,-2.215270996E-1,9.421905518E0,1.920104980E0,9.618117330E0
2.684958653E0,-2.237243652E-1,9.418609619E0,1.928100586E0,9.616539483E0
2.687433653E0,-2.479248047E-1,9.414367676E0,1.942901611E0,9.615958201E0
2.689958653E0,-2.616882324E-1,9.421539307E0,1.954803467E0,9.625754008E0
2.692433653E0,-2.639465332E-1,9.428253174E0,1.951110840E0,9.631638448E0
2.694908653E0,-2.676696777E-1,9.421600342E0,1.950866699E0,9.625179527E0
2.697388862E0,-2.638854980E-1,9.418548584E0,1.955718994E0,9.623072782E0
2.699863862E0,-2.762756348E-1,9.421844482E0,1.963439941E0,9.628217804E0
2.702338862E0,-2.783813477E-1,9.426696777E0,1.984497070E0,9.637340760E0
2.711803966E0,-2.035217285E-1,9.396270752E0,2.089660645E0,9.627980409E0
2.714328862E0,-1.292724609E-1,9.479125977E0,2.005859375E0,9.689892284E0
2.716853862E0,-1.283264160E-1,9.417358398E0,2.104492188E0,9.650491917E0
2.719378862E0,-2.049560547E-1,9.411621094E0,2.103057861E0,9.645904362E0
2.721903862E0,-1.402893066E-1,9.359893799E0,2.090606689E0,9.591555106E0
2.724428862E0,-1.316833496E-1,9.440338135E0,2.087280273E0,9.669232831E0
2.726953862E0,-4.739379883E-2,9.498291016E0,2.066680908E0,9.720645471E0
2.729478862E0,-1.685485840E-1,9.312011719E0,2.075775146E0,9.542054985E0
2.732003862E0,-1.315002441E-1,9.404968262E0,2.077087402E0,9.632497724E0
2.734528862E0,-1.176147461E-1,9.393585205E0,2.086059570E0,9.623145056E0
2.737053862E0,-1.121826172E-1,9.384185791E0,2.097930908E0,9.616488028E0
2.739578862E0,-8.947753906E-2,9.383544922E0,2.102416992E0,9.616604325E0
2.742103862E0,-8.966064453E-2,9.374542236E0,2.121673584E0,9.612053889E0
2.744628862E0,-7.583618164E-2,9.351928711E0,2.132385254E0,9.592256701E0
2.747153862E0,-6.961059570E-2,9.335418701E0,2.143585205E0,9.578613965E0
2.749678862E0,-6.872558594E-2,9.342529297E0,2.138427734E0,9.584385742E0
2.752203862E0,-6.027221680E-2,9.350982666E0,2.146514893E0,9.594375214E0
2.754728862E0,-5.847167969E-2,9.355224609E0,2.143218994E0,9.597761931E0
2.757253862E0,-4.171752930E-2,9.353118896E0,2.130615234E0,9.592814744E0
2.759778862E0,-4.290771484E-2,9.336364746E0,2.118438721E0,9.573783492E0
2.762303862E0,-3.173828125E-2,9.339965820E0,2.094757080E0,9.572041374E0
2.764828862E0,-4.202270508E-2,9.339233398E0,2.082946777E0,9.568788516E0
2.767353862E0,-4.974365234E-2,9.329956055E0,2.062835693E0,9.555409228E0
2.769878862E0,-3.237915039E-2,9.330932617E0,2.058227539E0,9.555294476E0
2.772403862E0,-3.741455078E-2,9.314819336E0,2.045074463E0,9.536749376E0
2.774928862E0,-4.931640625E-2,9.309082031E0,2.046813965E0,9.531573206E0
2.777453862E0,-6.140136719E-2,9.309387207E0,2.031585693E0,9.528683053E0
2.779978862E0,-7.385253906E-2,9.328826904E0,2.011901855E0,9.543595480E0
2.782503862E0,-6.588745117E-2,9.326324463E0,1.987487793E0,9.535972781E0
2.785028862E0,-5.441284180E-2,9.329772949E0,1.965759277E0,9.534769718E0
2.787553862E0,-5.783081055E-2,9.330993652E0,1.961334229E0,9.535073094E0
2.790078862E0,-6.542968750E-2,9.331817627E0,1.953796387E0,9.534381028E0
2.792603862E0,-7.135009766E-2,9.347259521E0,1.939422607E0,9.546607327E0
2.795128862E0,-6.518554688E-2,9.364501953E0,1.932891846E0,9.562124077E0
2.797653862E0,-7.415771484E-2,9.369659424E0,1.937438965E0,9.568160054E0
2.800178862E0,-9.027099609E-2,9.352233887E0,1.948089600E0,9.553401521E0
2.802703862E0,-1.085205078E-1,9.346557617E0,1.956665039E0,9.549788169E0
2.805228862E0,-1.262817383E-1,9.353851318E0,1.955535889E0,9.556913842E0
2.807753862E0,-1.406555176E-1,9.351165771E0,1.959716797E0,9.555342756E0
2.810278862E0,-1.477355957E-1,9.349304199E0,1.973968506E0,9.556561436E0
2.812803862E0,-1.612548828E-1,9.350006104E0,1.977325439E0,9.558160554E0
2.815328862E0,-1.859130859E-1,9.330749512E0,1.974151611E0,9.539115510E0
2.817853862E0,-2.074584961E-1,9.339904785E0,1.961395264E0,9.545885596E0
2.820378862E0,-2.040405273E-1,9.349060059E0,1.962341309E0,9.554964151E0
2.822903862E0,-2.051696777E-1,9.374206543E0,1.969696045E0,9.581103559E0
2.825428862E0,-1.993103027E-1,9.380767822E0,1.984863281E0,9.590527190E0
2.827953862E0,-2.097778320E-1,9.394958496E0,2.003479004E0,9.608495200E0
2.830478862E0,-2.222900391E-1,9.401184082E0,2.008911133E0,9.615997033E0
2.833003862E0,-2.105102539E-1,9.407348633E0,2.021301270E0,9.624353572E0
2.835528862E0,-1.989440918E-1,9.414062500E0,2.036621094E0,9.633897290E0
2.838053862E0,-1.813659668E-1,9.416503906E0,2.062835693E0,9.641510801E0
2.840578862E0,-1.646118164E-1,9.421356201E0,2.088287354E0,9.651424444E0
2.843103862E0,-1.701660156E-1,9.409210205E0,2.106475830E0,9.643621393E0
2.845628862E0,-1.753234863E-1,9.411376953E0,2.127197266E0,9.650374225E0
2.848153862E0,-1.635131836E-1,9.404174805E0,2.139099121E0,9.645775519E0
2.850678862E0,-1.488037109E-1,9.393768311E0,2.143890381E0,9.636456381E0
2.853203862E0,-1.440124512E-1,9.379394531E0,2.167358398E0,9.627628150E0
2.855728862E0,-1.179199219E-1,9.363311768E0,2.178955078E0,9.614226833E0
2.858253862E0,-1.047363281E-1,9.339294434E0,2.174896240E0,9.589763494E0
2.860778862E0,-8.984375000E-2,9.327148438E0,2.173278809E0,9.577416700E0
2.863303862E0,-6.787109375E-2,9.321716309E0,2.176635742E0,9.572708320E0
2.865828862E0,-4.489135742E-2,9.313140869E0,2.159881592E0,9.560423452E0
2.868353862E0,-2.416992188E-2,9.318359375E0,2.138854980E0,9.560706368E0
2.870878862E0,-2.590942383E-2,9.324645996E0,2.132446289E0,9.565407541E0
2.873403862E0,-1.538085938E-2,9.332183838E0,2.114562988E0,9.568765249E0
2.875928862E0,-2.676391602E-2,9.338409424E0,2.091644287E0,9.569826681E0
2.878453862E0,-4.052734375E-2,9.353546143E0,2.069122314E0,9.579756524E0
2.880978862E0,-5.776977539E-2,9.354400635E0,2.041595459E0,9.574772091E0
2.883503862E0,-6.967163086E-2,9.367797852E0,2.011260986E0,9.581527095E0
2.886028862E0,-8.554077148E-2,9.375823975E0,1.992919922E0,9.585672759E0
2.888553862E0,-1.063537598E-1,9.372100830E0,1.972991943E0,9.578114757E0
2.891078862E0,-1.077880859E-1,9.367614746E0,1.947143555E0,9.568447749E0
2.893603862E0,-1.317443848E-1,9.363006592E0,1.923858643E0,9.559523058E0
2.896128862E0,-1.405944824E-1,9.373046875E0,1.921173096E0,9.568943546E0
2.898653862E0,-1.377868652E-1,9.367858887E0,1.922058105E0,9.563998782E0
2.901178862E0,-1.555480957E-1,9.373168945E0,1.909851074E0,9.567027878E0
2.903703862E0,-1.614379883E-1,9.367065430E0,1.900085449E0,9.559199846E0
2.906228862E0,-1.783752441E-1,9.361694336E0,1.885559082E0,9.551359674E0
2.908753862E0,-1.675415039E-1,9.366546631E0,1.878265381E0,9.554483073E0
2.911278862E0,-1.787414551E-1,9.378143311E0,1.871246338E0,9.564678945E0
2.913803862E0,-1.893920898E-1,9.374267578E0,1.863525391E0,9.559575768E0
2.916278862E0,-1.989440918E-1,9.372406006E0,1.840606689E0,9.553502294E0
2.918753862E0,-2.067260742E-1,9.378387451E0,1.828582764E0,9.557227724E0
2.921278862E0,-2.133789062E-1,9.387481689E0,1.823303223E0,9.565290255E0
2.923803862E0,-2.298583984E-1,9.390289307E0,1.826049805E0,9.568951146E0
2.926320007E0,-2.324218750E-1,9.391784668E0,1.834747314E0,9.572143798E0
2.928836153E0,-2.525329590E-1,9.397491455E0,1.830902100E0,9.577516434E0
2.931361153E0,-2.415771484E-1,9.395263672E0,1.829101562E0,9.574703730E0
2.933836153E0,-2.312927246E-1,9.411712646E0,1.831848145E0,9.591115623E0
2.936311153E0,-2.352294922E-1,9.428253174E0,1.841430664E0,9.609274568E0
2.938836153E0,-2.339782715E-1,9.432434082E0,1.866210938E0,9.618123612E0
2.941361153E0,-2.172241211E-1,9.422393799E0,1.887939453E0,9.612128099E0
2.943836153E0,-2.058410645E-1,9.420410156E0,1.907470703E0,9.613789187E0
2.946311153E0,-1.971740723E-1,9.431182861E0,1.938049316E0,9.630271176E0
2.948836153E0,-1.813659668E-1,9.420532227E0,1.971160889E0,9.626255570E0
2.951311153E0,-1.968078613E-1,9.406951904E0,2.017303467E0,9.622836938E0
2.953786153E0,-1.808776855E-1,9.394134521E0,2.043884277E0,9.615609345E0
2.956311153E0,-1.736450195E-1,9.359283447E0,2.073425293E0,9.587775117E0
2.958836153E0,-1.566467285E-1,9.345062256E0,2.090148926E0,9.577235995E0
2.961311153E0,-1.354370117E-1,9.345336914E0,2.102600098E0,9.579905657E0
2.963786153E0,-1.158142090E-1,9.346435547E0,2.112457275E0,9.582888192E0
2.966311153E0,-1.090087891E-1,9.323272705E0,2.104553223E0,9.558474832E0
2.968786153E0,-1.044921875E-1,9.324096680E0,2.117858887E0,9.562166270E0
2.971261153E0,-7.464599609E-2,9.332489014E0,2.105834961E0,9.567416793E0
2.973786153E0,-7.373046875E-2,9.328765869E0,2.104614258E0,9.563509293E0
2.976311153E0,-7.128906250E-2,9.350311279E0,2.106597900E0,9.584944333E0
2.978786153E0,-7.003784180E-2,9.363311768E0,2.094268799E0,9.594919195E0
2.981261153E0,-7.116699219E-2,9.362396240E0,2.097564697E0,9.594754075E0
2.983786153E0,-6.170654297E-2,9.353851318E0,2.097747803E0,9.586390772E0
2.986311153E0,-4.565429688E-2,9.364868164E0,2.110839844E0,9.599921088E0
2.988786153E0,-4.895019531E-2,9.369781494E0,2.101318359E0,9.602642356E0
2.991261153E0,-5.123901367E-2,9.370056152E0,2.107604980E0,9.604299896E0
2.993786153E0,-6.344604492E-2,9.376007080E0,2.114074707E0,9.611599556E0
2.996261153E0,-7.751464844E-2,9.374450684E0,2.106842041E0,9.608596023E0
2.998736153E0,-9.091186523E-2,9.366363525E0,2.107147217E0,9.600890586E0
3.001261153E0,-1.016845703E-1,9.370910645E0,2.108825684E0,9.605803029E0
3.003786153E0,-1.239013672E-1,9.384918213E0,2.110656738E0,9.620130627E0
3.006261153E0,-1.498107910E-1,9.391082764E0,2.099609375E0,9.624096751E0
3.008736153E0,-1.625061035E-1,9.385345459E0,2.087921143E0,9.616159957E0
3.011261153E0,-1.857299805E-1,9.382446289E0,2.075225830E0,9.611001833E0
3.013786153E0,-1.911621094E-1,9.380737305E0,2.061645508E0,9.606516410E0
3.016261153E0,-1.680603027E-1,9.371337891E0,2.048431396E0,9.594075740E0
3.018736153E0,-1.720886230E-1,9.369537354E0,2.042541504E0,9.591132389E0
3.021261153E0,-1.804504395E-1,9.372344971E0,2.032012939E0,9.591792804E0
3.023786153E0,-1.896057129E-1,9.375213623E0,2.014953613E0,9.591174009E0
3.026261153E0,-1.754455566E-1,9.356475830E0,2.000762939E0,9.569611980E0
3.028736153E0,-1.632385254E-1,9.373168945E0,1.991851807E0,9.583862296E0
3.031261153E0,-1.517333984E-1,9.377655029E0,1.973602295E0,9.584286248E0
3.033736153E0,-1.525573730E-1,9.386352539E0,1.957611084E0,9.589532256E0
3.036211153E0,-1.509094238E-1,9.385040283E0,1.959594727E0,9.588626923E0
3.038686153E0,-1.390991211E-1,9.392639160E0,1.956542969E0,9.595263381E0
3.041211153E0,-1.314392090E-1,9.378692627E0,1.944030762E0,9.578956481E0
3.043686153E0,-1.354370117E-1,9.374847412E0,1.938934326E0,9.574213989E0
3.046161153E0,-1.438903809E-1,9.391387939E0,1.935760498E0,9.589892626E0
3.048686153E0,-1.502990723E-1,9.377563477E0,1.939849854E0,9.577280617E0
3.051161153E0,-1.457519531E-1,9.370727539E0,1.958221436E0,9.574257644E0
3.053636153E0,-1.412658691E-1,9.369598389E0,1.975524902E0,9.576639737E0
3.056111153E0,-1.514282227E-1,9.374725342E0,1.969818115E0,9.580636156E0
3.058636153E0,-1.662292480E-1,9.371917725E0,1.965820312E0,9.577312958E0
3.061111153E0,-1.760864258E-1,9.379821777E0,1.973846436E0,9.586872939E0
3.063586153E0,-1.722717285E-1,9.372833252E0,1.984680176E0,9.582204137E0
3.066111153E0,-1.820068359E-1,9.372222900E0,1.996398926E0,9.584221265E0
3.068586153E0,-1.921997070E-1,9.369476318E0,1.990234375E0,9.580451977E0
3.071061153E0,-2.047119141E-1,9.374023438E0,1.982330322E0,9.583520015E0
3.073536153E0,-2.127990723E-1,9.368499756E0,1.985748291E0,9.579001378E0
3.076061153E0,-2.200927734E-1,9.378875732E0,1.988616943E0,9.589908664E0
3.078536153E0,-2.215881348E-1,9.373962402E0,1.997253418E0,9.586933485E0
3.081011153E0,-2.312927246E-1,9.391387939E0,1.987731934E0,9.602225887E0
3.083536153E0,-2.301940918E-1,9.398803711E0,1.980895996E0,9.608040875E0
3.086011153E0,-2.388916016E-1,9.405273438E0,1.978698730E0,9.614129513E0
3.088486153E0,-2.266235352E-1,9.408660889E0,1.984558105E0,9.618353748E0
3.090961153E0,-2.296142578E-1,9.410278320E0,1.983886719E0,9.619868361E0
3.093486153E0,-2.334899902E-1,9.422607422E0,1.971252441E0,9.629428041E0
3.095961153E0,-2.370300293E-1,9.415740967E0,1.975708008E0,9.623709437E0
3.098436153E0,-2.449951172E-1,9.412200928E0,1.976715088E0,9.620652340E0
3.100961153E0,-2.374572754E-1,9.397430420E0,1.994781494E0,9.609747014E0
3.103486153E0,-2.372741699E-1,9.400878906E0,2.002319336E0,9.614681792E0
3.105961153E0,-2.274475098E-1,9.389831543E0,1.997894287E0,9.602720987E0
3.108436153E0,-2.261962891E-1,9.398437500E0,1.993652344E0,9.610225901E0
3.110961153E0,-2.038574219E-1,9.393096924E0,1.999938965E0,9.605809884E0
3.113436153E0,-1.749572754E-1,9.383117676E0,2.003814697E0,9.596289945E0
3.115911153E0,-1.704101562E-1,9.380249023E0,2.003112793E0,9.593256602E0
3.118386153E0,-1.540527344E-1,9.382751465E0,1.999572754E0,9.594688556E0
3.120911153E0,-1.379699707E-1,9.381561279E0,1.995086670E0,9.592345833E0
3.123386153E0,-1.188049316E-1,9.380615234E0,1.988739014E0,9.589845653E0
3.125861153E0,-1.086425781E-1,9.387054443E0,1.999877930E0,9.598338714E0
3.128386153E0,-1.048583984E-1,9.382629395E0,2.006713867E0,9.595396302E0
3.130861153E0,-9.432983398E-2,9.385864258E0,2.011718750E0,9.599497816E0
3.133336153E0,-9.170532227E-2,9.376403809E0,2.010589600E0,9.589985860E0
3.135811153E0,-7.608032227E-2,9.374145508E0,1.996520996E0,9.584700742E0
3.138336153E0,-6.607055664E-2,9.386108398E0,1.988861084E0,9.594736296E0
3.140811153E0,-5.639648438E-2,9.382812500E0,1.976715088E0,9.588939123E0
3.143286153E0,-5.859375000E-2,9.359771729E0,1.976104736E0,9.566281930E0
3.145811153E0,-5.609130859E-2,9.356903076E0,1.967987061E0,9.561786155E0
3.148286153E0,-5.453491211E-2,9.341888428E0,1.962158203E0,9.545884887E0
3.150761153E0,-7.067871094E-2,9.332946777E0,1.955596924E0,9.535892740E0
3.153236153E0,-7.061767578E-2,9.332183838E0,1.950500488E0,9.534101646E0
3.155761153E0,-6.475830078E-2,9.337982178E0,1.963958740E0,9.542496462E0
3.158236153E0,-5.654907227E-2,9.324035645E0,1.971862793E0,9.530429233E0
3.160711153E0,-5.950927734E-2,9.325164795E0,1.977783203E0,9.532778514E0
3.163186153E0,-5.722045898E-2,9.328002930E0,1.975860596E0,9.535142261E0
3.165711153E0,-4.769897461E-2,9.317504883E0,1.971557617E0,9.523928384E0
3.168186153E0,-4.501342773E-2,9.323791504E0,1.975341797E0,9.530849355E0
3.170661153E0,-8.212280273E-2,9.357788086E0,1.964691162E0,9.562162589E0
3.173186153E0,-1.357421875E-1,9.402618408E0,1.964447021E0,9.606597263E0
3.175661153E0,-2.013549805E-1,9.414550781E0,1.948944092E0,9.616272319E0
3.178136153E0,-2.385253906E-1,9.416107178E0,1.954315186E0,9.619735786E0
3.180611153E0,-2.564697266E-1,9.407836914E0,1.984069824E0,9.618196566E0
3.183136153E0,-2.658081055E-1,9.407165527E0,2.042266846E0,9.629967346E0
3.185611153E0,-2.764587402E-1,9.401123047E0,2.088470459E0,9.634274899E0
3.188086153E0,-2.676696777E-1,9.390533447E0,2.136596680E0,9.634251961E0
3.190577247E0,-2.255249023E-1,9.358154297E0,2.186157227E0,9.612762181E0
3.193052247E0,-1.681213379E-1,9.320434570E0,2.211822510E0,9.580758017E0
3.195527247E0,-9.780883789E-2,9.306793213E0,2.254547119E0,9.576478956E0
3.198002247E0,-5.062866211E-2,9.319183350E0,2.273895264E0,9.592723348E0
3.200527247E0,-3.219604492E-2,9.343078613E0,2.265930176E0,9.613979099E0
3.203002247E0,-2.203369141E-2,9.376464844E0,2.231048584E0,9.638265209E0
3.205477247E0,-2.609252930E-2,9.407836914E0,2.214874268E0,9.665078595E0
3.207959226E0,-3.961181641E-2,9.422729492E0,2.200042725E0,9.676238327E0
3.210434226E0,-5.596923828E-2,9.434722900E0,2.184234619E0,9.684420976E0
3.212909226E0,-8.566284180E-2,9.437347412E0,2.175262451E0,9.685175839E0
3.215384226E0,-1.100769043E-1,9.441162109E0,2.155029297E0,9.684617193E0
3.217892872E0,-1.453857422E-1,9.438171387E0,2.133117676E0,9.677314047E0
3.220367872E0,-1.762084961E-1,9.426208496E0,2.108703613E0,9.660801570E0
3.222842872E0,-2.004089355E-1,9.398864746E0,2.078582764E0,9.628049053E0
3.225317872E0,-2.021789551E-1,9.379058838E0,2.048431396E0,9.602275366E0
3.227830841E0,-2.174987793E-1,9.377441406E0,2.015441895E0,9.594046022E0
3.230305841E0,-2.087097168E-1,9.386352539E0,1.987304688E0,9.596694934E0
3.232780841E0,-1.904602051E-1,9.390014648E0,1.970550537E0,9.596443071E0
3.235255841E0,-1.889648438E-1,9.384490967E0,1.964447021E0,9.589756541E0
3.237780841E0,-1.788940430E-1,9.382934570E0,1.949768066E0,9.585043544E0
3.240255841E0,-1.738281250E-1,9.387725830E0,1.945648193E0,9.588803855E0
3.242730841E0,-1.636962891E-1,9.391448975E0,1.944091797E0,9.591955131E0
3.245220684E0,-1.587219238E-1,9.393951416E0,1.936981201E0,9.592883405E0
3.247695684E0,-1.428222656E-1,9.393218994E0,1.917938232E0,9.588088878E0
3.250170684E0,-1.482543945E-1,9.382263184E0,1.904174805E0,9.574691823E0
3.252645684E0,-1.543579102E-1,9.381195068E0,1.898651123E0,9.572644533E0
3.255170684E0,-1.416320801E-1,9.380706787E0,1.883636475E0,9.569002343E0
3.257645684E0,-1.549682617E-1,9.379638672E0,1.892852783E0,9.569980587E0
3.260120684E0,-1.402893066E-1,9.376647949E0,1.896148682E0,9.567475512E0
3.262606101E0,-1.369018555E-1,9.374084473E0,1.901000977E0,9.565877196E0
3.265081101E0,-1.402282715E-1,9.364807129E0,1.906982422E0,9.558025868E0
3.267556101E0,-1.419067383E-1,9.367309570E0,1.924652100E0,9.564042650E0
3.270031101E0,-1.382751465E-1,9.359100342E0,1.934875488E0,9.558013516E0
3.272556101E0,-1.386718750E-1,9.349060059E0,1.946197510E0,9.550488920E0
3.275031101E0,-1.538391113E-1,9.348175049E0,1.957489014E0,9.552162397E0
3.277506101E0,-1.386108398E-1,9.334228516E0,1.951324463E0,9.537017464E0
3.279990216E0,-1.306152344E-1,9.325469971E0,1.950195312E0,9.528101189E0
3.282465216E0,-1.173706055E-1,9.322662354E0,1.951446533E0,9.525437144E0
3.284940216E0,-1.017456055E-1,9.329650879E0,1.956115723E0,9.533054411E0
3.287415216E0,-9.719848633E-2,9.318054199E0,1.951141357E0,9.520637279E0
3.289940216E0,-9.326171875E-2,9.315765381E0,1.957366943E0,9.519635903E0
3.292415216E0,-8.834838867E-2,9.312591553E0,1.955535889E0,9.516106740E0
3.294890216E0,-8.050537109E-2,9.305541992E0,1.949432373E0,9.507885120E0
3.297374695E0,-8.062744141E-2,9.318298340E0,1.943084717E0,9.519073639E0
3.299849695E0,-8.804321289E-2,9.330322266E0,1.941986084E0,9.530685974E0
3.302324695E0,-1.027832031E-1,9.333374023E0,1.956176758E0,9.536721793E0
3.304799695E0,-1.205444336E-1,9.321990967E0,1.958099365E0,9.526184948E0
3.307324695E0,-1.239013672E-1,9.325408936E0,1.969543457E0,9.531930801E0
3.309799695E0,-1.382141113E-1,9.344024658E0,1.975402832E0,9.551550466E0
3.312274695E0,-1.481323242E-1,9.341461182E0,1.982086182E0,9.550576204E0
3.314764851E0,-1.572265625E-1,9.355590820E0,1.992706299E0,9.566748569E0
3.317239851E0,-1.865234375E-1,9.352294922E0,2.015319824E0,9.568789124E0
3.319714851E0,-2.047729492E-1,9.343139648E0,2.026153564E0,9.562504312E0
3.322189851E0,-2.180480957E-1,9.353057861E0,2.035919189E0,9.574560213E0
3.324714851E0,-2.205810547E-1,9.378021240E0,2.052185059E0,9.602468532E0
3.327189851E0,-2.237243652E-1,9.386291504E0,2.059478760E0,9.612178398E0
3.329664851E0,-2.301940918E-1,9.373291016E0,2.076019287E0,9.603198939E0
3.332152612E0,-2.348022461E-1,9.387664795E0,2.075958252E0,9.617327335E0
3.334627612E0,-2.423400879E-1,9.387664795E0,2.088653564E0,9.620262612E0
3.337102612E0,-2.323608398E-1,9.390228271E0,2.093780518E0,9.623632132E0
3.339577612E0,-2.164306641E-1,9.392944336E0,2.104309082E0,9.628206595E0
3.342102612E0,-2.057800293E-1,9.390594482E0,2.097198486E0,9.624128617E0
3.344577612E0,-2.000427246E-1,9.389648438E0,2.093475342E0,9.622273841E0
3.347052612E0,-1.947631836E-1,9.387359619E0,2.100006104E0,9.621355359E0
3.349537872E0,-1.870422363E-1,9.394561768E0,2.090667725E0,9.626196920E0
3.352012872E0,-1.724548340E-1,9.398071289E0,2.096313477E0,9.630577076E0
3.354487872E0,-1.581420898E-1,9.399169922E0,2.084442139E0,9.628826677E0
3.356962872E0,-1.441955566E-1,9.408142090E0,2.075653076E0,9.635469144E0
3.359475320E0,-1.438293457E-1,9.413940430E0,2.069732666E0,9.639852416E0
3.361950320E0,-1.365966797E-1,9.413452148E0,2.062316895E0,9.637680788E0
3.364425320E0,-1.329956055E-1,9.395141602E0,2.064758301E0,9.620270286E0
3.366900320E0,-1.308288574E-1,9.395446777E0,2.039489746E0,9.615147152E0
3.369425320E0,-1.199645996E-1,9.398376465E0,2.039306641E0,9.617829446E0
3.371900320E0,-1.234130859E-1,9.400665283E0,2.043212891E0,9.620938492E0
3.374375320E0,-1.103210449E-1,9.392272949E0,2.050109863E0,9.614047656E0
3.376863705E0,-1.100158691E-1,9.379577637E0,2.060028076E0,9.603764669E0
3.379338705E0,-1.061096191E-1,9.383056641E0,2.059478760E0,9.607000777E0
3.381813705E0,-1.041564941E-1,9.367736816E0,2.063201904E0,9.592817299E0
3.384288705E0,-1.009216309E-1,9.371154785E0,2.046875000E0,9.592623439E0
3.386813705E0,-1.046752930E-1,9.364807129E0,2.049072266E0,9.586932076E0
3.389288705E0,-1.023559570E-1,9.354614258E0,2.053497314E0,9.577898302E0
3.391763705E0,-1.026611328E-1,9.348052979E0,2.039733887E0,9.568549949E0
3.394249330E0,-1.110229492E-1,9.356597900E0,2.034362793E0,9.575848910E0
3.396724330E0,-9.979248047E-2,9.363311768E0,2.015075684E0,9.578209426E0
3.399199330E0,-1.086425781E-1,9.359069824E0,2.001312256E0,9.571271699E0
3.401674330E0,-8.978271484E-2,9.373596191E0,1.989227295E0,9.582765349E0
3.404199330E0,-7.925415039E-2,9.372100830E0,1.989044189E0,9.581171743E0
3.406674330E0,-6.243896484E-2,9.374145508E0,1.995697021E0,9.584430564E0
3.409149330E0,-4.571533203E-2,9.383483887E0,1.972869873E0,9.588747326E0
3.411624330E0,-3.585815430E-2,9.382385254E0,1.976715088E0,9.588422258E0
3.414149330E0,-3.897094727E-2,9.373535156E0,1.962036133E0,9.576756541E0
3.416624330E0,-3.668212891E-2,9.367675781E0,1.946777344E0,9.567896171E0
3.419099330E0,-1.699829102E-2,9.364807129E0,1.942169189E0,9.564095496E0
3.421574330E0,-3.494262695E-2,9.369720459E0,1.944152832E0,9.569358009E0
3.424049330E0,-4.110717773E-2,9.380737305E0,1.936614990E0,9.578642900E0
3.426524330E0,-5.130004883E-2,9.392700195E0,1.920684814E0,9.587203910E0
3.428999330E0,-6.704711914E-2,9.392700195E0,1.930633545E0,9.589299149E0
3.431524330E0,-7.373046875E-2,9.396392822E0,1.928833008E0,9.592602933E0
3.433999330E0,-6.823730469E-2,9.402221680E0,1.929260254E0,9.598357879E0
3.436474330E0,-6.985473633E-2,9.404235840E0,1.943145752E0,9.603142550E0
3.438950632E0,-7.888793945E-2,9.405029297E0,1.955688477E0,9.606535109E0
3.441425632E0,-7.656860352E-2,9.397613525E0,1.959533691E0,9.600040365E0
3.443900632E0,-8.013916016E-2,9.388397217E0,1.967071533E0,9.592590630E0
3.446375632E0,-8.013916016E-2,9.363769531E0,1.980834961E0,9.571327456E0
3.448900632E0,-8.151245117E-2,9.352294922E0,1.980773926E0,9.560100937E0
3.451375632E0,-6.872558594E-2,9.347381592E0,1.973541260E0,9.553697239E0
3.453850632E0,-7.241821289E-2,9.352539062E0,1.978973389E0,9.559893670E0
3.456335789E0,-6.848144531E-2,9.357849121E0,1.985809326E0,9.566476288E0
3.458810789E0,-7.501220703E-2,9.351226807E0,1.981323242E0,9.559116665E0
3.461285789E0,-9.146118164E-2,9.355102539E0,1.985107422E0,9.563836058E0
3.463760789E0,-8.889770508E-2,9.345123291E0,1.985382080E0,9.554107710E0
3.466285789E0,-9.133911133E-2,9.365325928E0,1.991546631E0,9.575172612E0
3.468760789E0,-6.872558594E-2,9.363067627E0,2.009460449E0,9.576517629E0
3.471235789E0,-7.482910156E-2,9.360595703E0,2.028472900E0,9.578155022E0
3.473724643E0,-7.397460938E-2,9.349548340E0,2.038421631E0,9.569466503E0
3.476199643E0,-8.206176758E-2,9.347869873E0,2.058654785E0,9.572223609E0
3.478674643E0,-8.038330078E-2,9.354614258E0,2.069305420E0,9.581090455E0
3.481149643E0,-7.205200195E-2,9.346008301E0,2.083984375E0,9.575805633E0
3.483659382E0,-8.709716797E-2,9.360717773E0,2.094390869E0,9.592554210E0
3.486134382E0,-9.445190430E-2,9.367553711E0,2.092651367E0,9.598915222E0
3.488609382E0,-1.170043945E-1,9.378265381E0,2.075775146E0,9.605956175E0
3.491084382E0,-1.231689453E-1,9.387908936E0,2.081054688E0,9.616589488E0
