"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.989112044E0,-2.391135395E-1,2.782255411E-1,-1.009268880E0,1.073875416E0
2.999112044E0,-2.471971959E-1,2.766232789E-1,-1.010718822E0,1.076651954E0
3.009112044E0,-1.913504452E-1,2.721987069E-1,-1.012887478E0,1.066137032E0
3.019112044E0,-1.851831079E-1,2.668713629E-1,-1.015298843E0,1.065994770E0
3.029112044E0,-1.786250472E-1,2.608562708E-1,-1.018235087E0,1.066187411E0
3.039112044E0,-1.730528325E-1,2.563848495E-1,-1.021905899E0,1.067694779E0
3.049112044E0,-1.668290645E-1,2.536019385E-1,-1.025453210E0,1.069439183E0
3.059112044E0,-1.607905477E-1,2.537616491E-1,-1.030089617E0,1.073001954E0
3.069112044E0,-1.548616737E-1,2.545260191E-1,-1.035210490E0,1.077230891E0
3.079112044E0,-1.481652260E-1,2.586290836E-1,-1.041037083E0,1.082866633E0
3.089112044E0,-1.409439147E-1,2.731409073E-1,-1.046987295E0,1.091170719E0
3.099112044E0,-1.340888292E-1,2.865316868E-1,-1.053979635E0,1.100433230E0
3.109112044E0,-1.286794990E-1,3.021028042E-1,-1.061599135E0,1.111223309E0
3.119112044E0,-1.238290891E-1,3.179858625E-1,-1.069150448E0,1.122288435E0
3.129112044E0,-1.201827675E-1,3.363580108E-1,-1.076954126E0,1.134641265E0
3.139112044E0,-1.166971996E-1,3.552166820E-1,-1.084293604E0,1.146948014E0
3.149112044E0,-1.152567714E-1,3.775151372E-1,-1.091380835E0,1.160566210E0
3.159112044E0,-1.143156439E-1,3.997976184E-1,-1.097979307E0,1.174080390E0
3.169112044E0,-1.135948971E-1,4.190810621E-1,-1.104669452E0,1.186940325E0
3.179112044E0,-1.114890799E-1,4.334566295E-1,-1.111971617E0,1.198663982E0
3.189112044E0,-1.513633430E-1,4.405682981E-1,-1.120513082E0,1.213491184E0
3.199112044E0,-1.629325598E-1,4.443125427E-1,-1.129506946E0,1.224641415E0
3.209112044E0,-1.746657342E-1,4.427156150E-1,-1.139149189E0,1.234571225E0
3.219112044E0,-1.885888278E-1,4.349651933E-1,-1.149233341E0,1.243180493E0
3.229112044E0,-1.479011923E-1,4.231074750E-1,-1.160184026E0,1.243753059E0
3.239112044E0,-1.457400173E-1,4.087265730E-1,-1.171462536E0,1.249248589E0
3.249112044E0,-1.419499815E-1,3.893622160E-1,-1.183356524E0,1.253828295E0
3.259112044E0,-1.381716430E-1,3.722026944E-1,-1.195528269E0,1.259727784E0
3.269112044E0,-1.326547861E-1,3.571212888E-1,-1.207137942E0,1.265825785E0
3.279112044E0,-1.260402948E-1,3.460045159E-1,-1.218610287E0,1.273034293E0
3.289112044E0,-1.541100591E-1,3.381742537E-1,-1.229064822E0,1.284021835E0
3.299112044E0,-1.480598301E-1,3.384499848E-1,-1.238714576E0,1.292626746E0
3.309112044E0,-1.358731240E-1,3.505823910E-1,-1.245856047E0,1.301355758E0
3.319112044E0,-1.175627336E-1,3.759426773E-1,-1.250724554E0,1.311284028E0
3.329112044E0,-9.070025384E-2,4.187393188E-1,-1.253439307E0,1.324643065E0
3.339112044E0,-6.130611151E-2,4.739345312E-1,-1.254634857E0,1.342565084E0
3.349112044E0,-4.162342846E-2,5.436479449E-1,-1.253879070E0,1.367295989E0
3.359112044E0,-2.073452994E-2,6.233463883E-1,-1.252278924E0,1.398997192E0
3.369112044E0,2.404975472E-3,7.131140828E-1,-1.248510122E0,1.437816054E0
3.379112044E0,2.578721382E-2,8.069645166E-1,-1.244109035E0,1.483126428E0
3.389112044E0,5.024045706E-2,9.037703872E-1,-1.239706755E0,1.534991158E0
3.399112044E0,7.425614446E-2,9.986609817E-1,-1.235241771E0,1.590176079E0
3.409112044E0,9.198737890E-2,1.021626949E0,-1.235229015E0,1.605607057E0
3.419112044E0,1.134064645E-1,1.104367018E0,-1.231946826E0,1.658366823E0
3.429112044E0,1.338567436E-1,1.177754521E0,-1.230393529E0,1.708476390E0
3.439112044E0,1.547648013E-1,1.238844514E0,-1.229515195E0,1.752254402E0
3.449112044E0,1.750692278E-1,1.283991814E0,-1.230643749E0,1.787111706E0
3.459112044E0,1.921286881E-1,1.316160321E0,-1.232661128E0,1.813462125E0
3.469112044E0,2.076039910E-1,1.329901338E0,-1.236175418E0,1.827530205E0
3.479112044E0,2.240917534E-1,1.330165386E0,-1.241282463E0,1.833122806E0
3.489112044E0,2.395926118E-1,1.313533902E0,-1.247540236E0,1.827329355E0
3.499112044E0,2.575942576E-1,1.286577702E0,-1.254342079E0,1.815216526E0
3.509112044E0,2.785651386E-1,1.250943899E0,-1.261878610E0,1.798554086E0
3.519112044E0,3.000662029E-1,1.211954355E0,-1.268971086E0,1.780213667E0
3.529112044E0,3.212116659E-1,1.171058059E0,-1.276212573E0,1.761610752E0
3.539112044E0,3.427191079E-1,1.132313371E0,-1.282682300E0,1.744953821E0
3.549112044E0,3.796369135E-1,1.099369764E0,-1.286674619E0,1.734436404E0
3.559112044E0,4.167027175E-1,1.068849206E0,-1.289221168E0,1.725737813E0
3.569112044E0,4.522162974E-1,1.045039058E0,-1.289670467E0,1.720423240E0
3.579112044E0,4.872571826E-1,1.027168274E0,-1.288900733E0,1.718650437E0
3.589112044E0,5.025855899E-1,1.015683174E0,-1.285261869E0,1.713505955E0
3.599112044E0,5.162957311E-1,1.007332325E0,-1.280080318E0,1.708767192E0
3.609112044E0,5.273017883E-1,1.005733252E0,-1.273407340E0,1.706198348E0
3.619112044E0,5.360699892E-1,1.002103925E0,-1.265453577E0,1.700869209E0
3.629112044E0,5.440130830E-1,9.954628944E-1,-1.256401062E0,1.692761128E0
3.639112044E0,5.495012403E-1,9.852233529E-1,-1.246891975E0,1.681474432E0
3.649112044E0,5.636957884E-1,9.651010036E-1,-1.237672329E0,1.667634757E0
3.659112044E0,5.762114525E-1,9.346517920E-1,-1.228617668E0,1.647754528E0
3.669112044E0,5.865329504E-1,8.930198550E-1,-1.219846368E0,1.621582722E0
3.679112044E0,5.929366350E-1,8.409982920E-1,-1.211179256E0,1.589278821E0
3.689112044E0,5.937350988E-1,7.792716622E-1,-1.204199672E0,1.552379638E0
3.699112044E0,5.949040651E-1,7.113915086E-1,-1.197768211E0,1.514806065E0
3.709112044E0,5.960740447E-1,6.369373798E-1,-1.191931963E0,1.477056294E0
3.719112044E0,6.010053754E-1,5.617187619E-1,-1.186032891E0,1.443402040E0
3.729112044E0,6.091071367E-1,4.825281203E-1,-1.181661606E0,1.414273326E0
3.739112044E0,6.222881675E-1,4.044063687E-1,-1.177386165E0,1.391770547E0
3.749112044E0,6.387269497E-1,3.261781037E-1,-1.172757149E0,1.374672180E0
3.759112044E0,6.591261625E-1,2.512746751E-1,-1.167582035E0,1.364123920E0
3.769112044E0,6.836741567E-1,1.450341791E-1,-1.161951303E0,1.355941038E0
3.779112044E0,7.090653181E-1,9.305199981E-2,-1.155133486E0,1.358589589E0
3.789112044E0,7.354167700E-1,4.707534611E-2,-1.146459937E0,1.362873546E0
3.799112044E0,7.585861087E-1,6.662388798E-3,-1.136161923E0,1.366148304E0
3.809112044E0,7.791523933E-1,-2.526555024E-2,-1.123795271E0,1.367710719E0
3.819112044E0,7.971444726E-1,-5.141153932E-2,-1.109310031E0,1.366986175E0
3.829112044E0,8.117776513E-1,-6.955904514E-2,-1.091668248E0,1.362189774E0
3.839112044E0,8.151801825E-1,-8.300412446E-2,-1.072195292E0,1.349448464E0
3.849112044E0,8.097943068E-1,-9.011471272E-2,-1.051046610E0,1.329882121E0
3.859112044E0,7.907556891E-1,-9.403038770E-2,-1.027899742E0,1.300274645E0
3.869112044E0,7.589235902E-1,-9.482033551E-2,-1.002797008E0,1.261173164E0
3.879112044E0,7.156372070E-1,-9.474155307E-2,-9.765445590E-1,1.214393614E0
3.889112044E0,6.627022028E-1,-9.388453513E-2,-9.486866593E-1,1.161031823E0
3.899112044E0,6.001175046E-1,-9.260592610E-2,-9.194064736E-1,1.101828090E0
3.909112044E0,5.287007093E-1,-9.179148823E-2,-8.892202377E-1,1.038586900E0
3.919112044E0,4.531478286E-1,-8.999015391E-2,-8.584389091E-1,9.748633458E-1
3.929112044E0,3.751868010E-1,-8.951853216E-2,-8.270655870E-1,9.125876333E-1
3.939112044E0,2.982233465E-1,-8.872006088E-2,-7.958988547E-1,8.545545041E-1
3.949112044E0,2.227577865E-1,-8.863915503E-2,-7.653805017E-1,8.020506491E-1
3.959112044E0,1.523321420E-1,-8.770548552E-2,-7.358937263E-1,7.565956054E-1
3.969112044E0,8.718062192E-2,-8.693788946E-2,-7.070319057E-1,7.176717725E-1
3.979112044E0,3.045343980E-2,-8.457550406E-2,-6.795189381E-1,6.854388485E-1
3.989112044E0,-1.932816580E-2,-8.065131307E-2,-6.536806226E-1,6.589207605E-1
3.999112044E0,-6.066840515E-2,-7.595527917E-2,-6.288792491E-1,6.363481514E-1
4.009112044E0,-9.418155998E-2,-6.807816029E-2,-6.058323383E-1,6.168773171E-1
4.019112044E0,-1.196642965E-1,-5.825704336E-2,-5.836286545E-1,5.986115880E-1
4.029112044E0,-1.373593360E-1,-4.734469205E-2,-5.638735890E-1,5.822907620E-1
4.039112044E0,-1.469228119E-1,-3.570414335E-2,-5.453449488E-1,5.659171420E-1
4.049112044E0,-1.478873640E-1,-2.515589446E-2,-5.275370479E-1,5.484512999E-1
4.059112044E0,-1.446966976E-1,-1.630464755E-2,-5.101613998E-1,5.305352295E-1
4.069112044E0,-1.394438595E-1,-9.368651547E-3,-4.937151670E-1,5.131150239E-1
4.079112044E0,-1.330188811E-1,-5.776625127E-3,-4.771613777E-1,4.953891122E-1
4.089112044E0,-1.271187663E-1,-3.329065163E-3,-4.601296186E-1,4.773777638E-1
4.099112044E0,-1.219510958E-1,-3.023519414E-3,-4.428433776E-1,4.593380765E-1
4.109112044E0,-1.181557253E-1,-3.270511050E-3,-4.258286357E-1,4.419292914E-1
4.119112044E0,-1.159913540E-1,-4.534214269E-3,-4.085509181E-1,4.247215629E-1
4.129112044E0,-1.167163625E-1,-4.834437277E-3,-3.899413645E-1,4.070630772E-1
4.139112044E0,-1.175254732E-1,-5.126142874E-3,-3.727158308E-1,3.908396151E-1
4.149112044E0,-1.207182705E-1,-5.257091019E-3,-3.552550077E-1,3.752421330E-1
4.159112044E0,-1.219255477E-1,-5.258155521E-3,-3.393016756E-1,3.605816335E-1
4.169112044E0,-1.233436167E-1,-5.262413993E-3,-3.237603605E-1,3.464998006E-1
4.179112044E0,-1.217307225E-1,-4.967514426E-3,-3.106921613E-1,3.337254322E-1
4.189112044E0,-1.181536019E-1,-4.677937832E-3,-3.000683188E-1,3.225262047E-1
4.199112044E0,-1.110600382E-1,-4.389426205E-3,-2.917397916E-1,3.121949794E-1
4.209112044E0,-9.852201492E-2,-4.099849612E-3,-2.856512368E-1,3.021920337E-1
4.219112044E0,-8.129114658E-2,-3.815596225E-3,-2.828097641E-1,2.942858678E-1
4.229112044E0,-5.867863074E-2,-3.533472074E-3,-2.830184400E-1,2.890589983E-1
4.239112044E0,-3.195455298E-2,-3.249218687E-3,-2.860909402E-1,2.878883064E-1
4.249112044E0,1.478756429E-3,-2.947931411E-3,-2.924435139E-1,2.924621101E-1
4.259112044E0,3.890119493E-2,-2.656225581E-3,-3.015236557E-1,3.040343293E-1
4.269112044E0,8.426782489E-2,-2.370907692E-3,-3.139754534E-1,3.250957902E-1
4.279112044E0,1.324663460E-1,-2.081331098E-3,-3.283137381E-1,3.540361216E-1
4.289112044E0,1.877222210E-1,-1.783237676E-3,-3.455626965E-1,3.932637657E-1
4.299112044E0,2.429248691E-1,-1.490467228E-3,-3.637772799E-1,4.374341354E-1
4.309112044E0,3.016141653E-1,-1.208343077E-3,-3.836601079E-1,4.880242240E-1
4.319112044E0,3.571564257E-1,-9.145081276E-4,-4.040933549E-1,5.393078789E-1
4.329112044E0,4.105321765E-1,-6.249316502E-4,-4.254837036E-1,5.912473598E-1
4.339112044E0,4.607992470E-1,-3.332259075E-4,-4.469762444E-1,6.419687066E-1
4.349112044E0,5.049745440E-1,-3.385489981E-4,-4.684698284E-1,6.888130260E-1
4.359112044E0,5.452991724E-1,-3.449367068E-4,-4.905425906E-1,7.334734757E-1
4.369112044E0,5.779116750E-1,-3.342905256E-4,-5.122405887E-1,7.722515371E-1
4.379112044E0,6.069182754E-1,-3.310966713E-4,-5.349553227E-1,8.090284914E-1
4.389112044E0,6.242194176E-1,-3.353551438E-4,-5.572324991E-1,8.367544752E-1
4.399112044E0,6.370544434E-1,-3.332259075E-4,-5.804944038E-1,8.618655508E-1
4.409112044E0,6.369692683E-1,-3.300320532E-4,-6.035264134E-1,8.774816747E-1
4.419112044E0,6.327640414E-1,-3.300320532E-4,-6.278550625E-1,8.913991365E-1
4.429112044E0,6.155672669E-1,1.816240838E-3,-6.525702477E-1,8.970921285E-1
4.439112044E0,5.921573043E-1,1.391883474E-2,-6.791250110E-1,9.011408256E-1
4.449112044E0,5.602975488E-1,3.430949152E-2,-7.065964937E-1,9.024350887E-1
4.459112044E0,5.230773687E-1,5.803560093E-2,-7.343574762E-1,9.034705128E-1
4.469112044E0,4.799538851E-1,8.580939472E-2,-7.619002461E-1,9.045501474E-1
4.479112044E0,4.334428012E-1,1.177362651E-1,-7.899944782E-1,9.087495616E-1
4.489112044E0,3.850813806E-1,1.537140161E-1,-8.184475303E-1,9.174813503E-1
4.499112044E0,3.321431875E-1,1.911747903E-1,-8.455782533E-1,9.283692584E-1
4.509112044E0,2.820453942E-1,2.300152928E-1,-8.726430535E-1,9.454959218E-1
4.519112044E0,2.265329212E-1,2.682000101E-1,-8.981225491E-1,9.642989800E-1
4.529112044E0,1.751203239E-1,3.073386252E-1,-9.222170711E-1,9.877289530E-1
4.539112044E0,1.202743202E-1,3.429597020E-1,-9.436914921E-1,1.011257090E0
4.549112044E0,7.076525688E-2,3.751346469E-1,-9.636850357E-1,1.036543570E0
4.559112044E0,2.307882160E-2,4.007547200E-1,-9.813694358E-1,1.060293802E0
4.569112044E0,-1.679330692E-2,4.138931930E-1,-9.963028431E-1,1.078985146E0
4.579112044E0,-5.077276751E-2,4.147587121E-1,-1.008623719E0,1.091752935E0
4.589112044E0,-7.912465185E-2,4.068666995E-1,-1.018515110E0,1.099624595E0
4.599112044E0,-1.007108763E-1,3.930926323E-1,-1.026568890E0,1.103860581E0
4.609112044E0,-1.158699915E-1,3.743979335E-1,-1.032818198E0,1.104677825E0
4.619112044E0,-1.229348034E-1,3.512648046E-1,-1.037425876E0,1.102158054E0
4.629112044E0,-1.245178953E-1,3.236262202E-1,-1.040063024E0,1.096343801E0
4.639112044E0,-1.176883578E-1,2.940329909E-1,-1.042127252E0,1.089190139E0
4.649112044E0,-1.087806895E-1,2.622764707E-1,-1.041653514E0,1.079659311E0
4.659112044E0,-9.250478446E-2,2.302207649E-1,-1.039471030E0,1.068671492E0
4.669112044E0,-7.533673197E-2,1.967736185E-1,-1.036064267E0,1.057272267E0
4.679112044E0,-5.244209245E-2,1.639034897E-1,-1.031356454E0,1.045614968E0
4.689112044E0,-3.102939948E-2,1.329017729E-1,-1.024926186E0,1.033972626E0
4.699112044E0,-1.245498378E-2,1.039664820E-1,-1.016797781E0,1.022175075E0
4.709112044E0,4.014680162E-3,7.649291307E-2,-1.006695628E0,1.009605552E0
4.719112044E0,1.538907457E-2,4.884793609E-2,-9.940629005E-1,9.953813313E-1
4.729112044E0,2.378466353E-2,2.171185054E-2,-9.790996909E-1,9.796291744E-1
4.739112044E0,2.569352649E-2,-6.313193589E-3,-9.614142179E-1,9.617782032E-1
4.749112044E0,2.520167269E-2,-3.489822522E-2,-9.411949515E-1,9.421788297E-1
4.759112044E0,1.750234514E-2,-6.621932983E-2,-9.185014963E-1,9.210517523E-1
4.769112044E0,1.086124778E-2,-9.794712067E-2,-8.948829174E-1,9.002927529E-1
4.779112044E0,2.576379047E-4,-1.327303648E-1,-8.690914512E-1,8.791685655E-1
4.789112044E0,-3.109753598E-3,-1.721819788E-1,-8.426101208E-1,8.600279763E-1
4.799112044E0,-3.134239698E-3,-2.243249118E-1,-8.146297932E-1,8.449575075E-1
4.809112044E0,5.490242504E-3,-2.881115973E-1,-7.867751122E-1,8.378863362E-1
4.819112044E0,1.957835257E-2,-3.589407206E-1,-7.594037056E-1,8.401879200E-1
4.829112044E0,4.334066063E-2,-4.377034009E-1,-7.329692245E-1,8.548137598E-1
4.839112044E0,7.328733802E-2,-5.245678425E-1,-7.066348195E-1,8.831054430E-1
4.849112044E0,1.095940620E-1,-6.196468472E-1,-6.817706227E-1,9.277845956E-1
4.859112044E0,1.527356356E-1,-7.167625427E-1,-6.582925320E-1,9.851019108E-1
4.869112044E0,1.965734661E-1,-8.184028268E-1,-6.360164285E-1,1.054960289E0
4.879112044E0,2.471343726E-1,-9.191786051E-1,-6.151424646E-1,1.133298265E0
4.889112044E0,2.965007722E-1,-1.022262573E0,-5.962614417E-1,1.220025075E0
4.899112044E0,3.523571193E-1,-1.119800806E0,-5.798875690E-1,1.309342956E0
4.909112044E0,4.015851021E-1,-1.212725043E0,-5.645038486E-1,1.396652147E0
4.919112044E0,4.522003233E-1,-1.292109489E0,-5.516602397E-1,1.475927195E0
4.929112044E0,4.932286143E-1,-1.350420833E0,-5.415165424E-1,1.536278314E0
4.939112044E0,5.280182362E-1,-1.384665370E0,-5.351842046E-1,1.575602608E0
4.949112044E0,5.541482568E-1,-1.399952292E0,-5.319158435E-1,1.596834737E0
4.959112044E0,5.733018517E-1,-1.396064281E0,-5.316496491E-1,1.600100572E0
4.969112044E0,5.606808066E-1,-1.362078428E0,-5.336298943E-1,1.566646570E0
4.979112044E0,5.258666873E-1,-1.308222532E0,-5.386314392E-1,1.509339522E0
4.989112044E0,4.777575731E-1,-1.239341617E0,-5.459262133E-1,1.436055490E0
4.999112044E0,4.188894331E-1,-1.165650845E0,-5.547029376E-1,1.357168227E0
5.009112044E0,3.568742871E-1,-1.087637663E0,-5.650734305E-1,1.276566851E0
5.019112044E0,2.875846028E-1,-1.008713126E0,-5.778179765E-1,1.197531080E0
5.029112044E0,2.179701924E-1,-9.299312830E-1,-5.910351872E-1,1.123212263E0
5.039112044E0,1.409779787E-1,-8.530465961E-1,-6.051233411E-1,1.055337644E0
5.049112044E0,6.907463819E-2,-7.802574635E-1,-6.203889251E-1,9.992274182E-1
5.059112044E0,-3.149144351E-3,-7.152230740E-1,-6.357321739E-1,9.569270398E-1
5.069112044E0,-7.334482670E-2,-6.550518274E-1,-6.525063515E-1,9.274895681E-1
5.079112044E0,-1.463117152E-1,-6.028758883E-1,-6.696051955E-1,9.128184774E-1
5.089112044E0,-2.189347446E-1,-5.556472540E-1,-6.873151660E-1,9.105374406E-1
5.099112044E0,-2.897468507E-1,-5.175157785E-1,-7.049154043E-1,9.212391361E-1
5.109112044E0,-3.355382383E-1,-4.927644432E-1,-7.244235277E-1,9.381855644E-1
5.119112044E0,-3.651176393E-1,-4.716061950E-1,-7.441796660E-1,9.536910763E-1
5.129112044E0,-3.879643679E-1,-4.546872675E-1,-7.646714449E-1,9.705561708E-1
5.139112044E0,-4.050132036E-1,-4.350514412E-1,-7.861203551E-1,9.855407979E-1
5.149112044E0,-4.191428125E-1,-4.113274515E-1,-8.092449307E-1,9.998741558E-1
5.159112044E0,-4.331777096E-1,-3.825060725E-1,-8.335480690E-1,1.014276199E0
5.169112044E0,-4.500455260E-1,-3.471915722E-1,-8.591255546E-1,1.030135759E0
5.179112044E0,-4.653217494E-1,-3.053988814E-1,-8.853311539E-1,1.045755258E0
5.189112044E0,-4.851843715E-1,-2.580328882E-1,-9.124630094E-1,1.065163644E0
5.199112044E0,-5.073412061E-1,-2.038405687E-1,-9.409543276E-1,1.088274379E0
5.209112044E0,-5.332423449E-1,-1.457730234E-1,-9.698087573E-1,1.116300228E0
5.219112044E0,-5.592626929E-1,-8.608406782E-2,-9.987185001E-1,1.147877985E0
5.229112044E0,-5.856791139E-1,-3.172672540E-2,-1.027347207E0,1.182991502E0
5.239112044E0,-6.159994602E-1,5.478532054E-3,-1.056054592E0,1.222594230E0
5.249112044E0,-6.455032825E-1,4.237185419E-2,-1.083886981E0,1.262252292E0
5.259112044E0,-6.759184003E-1,7.711358368E-2,-1.110886812E0,1.302644118E0
5.269112044E0,-7.012797594E-1,1.106884852E-1,-1.137562990E0,1.340930572E0
5.279112044E0,-7.264324427E-1,1.401177645E-1,-1.162756085E0,1.378165010E0
5.289112044E0,-7.506248951E-1,1.655366123E-1,-1.186749458E0,1.413935776E0
5.299112044E0,-7.714232802E-1,1.853151172E-1,-1.208106756E0,1.445322630E0
5.309112044E0,-7.886009216E-1,2.001548558E-1,-1.227547765E0,1.472693755E0
5.319112044E0,-8.048288822E-1,2.079478651E-1,-1.245157599E0,1.497133692E0
5.329112044E0,-7.967473865E-1,2.015079856E-1,-1.260942817E0,1.505120810E0
5.339112044E0,-7.720811963E-1,1.863754839E-1,-1.274417639E0,1.501660918E0
5.349112044E0,-7.423495650E-1,1.649755687E-1,-1.285583377E0,1.493661419E0
5.359112044E0,-7.100223899E-1,1.417072415E-1,-1.295353413E0,1.483965363E0
5.369112044E0,-6.794753075E-1,1.169175729E-1,-1.304287672E0,1.475304289E0
5.379112044E0,-6.474898458E-1,9.126450866E-2,-1.312075377E0,1.465985711E0
5.389112044E0,-6.211277246E-1,6.621614099E-2,-1.319275379E0,1.459682073E0
5.399112044E0,-5.906061530E-1,4.137324169E-2,-1.326598883E0,1.452718820E0
5.409112044E0,-5.641983151E-1,1.721809059E-2,-1.334077835E0,1.448578569E0
5.419112044E0,-5.399121642E-1,-3.868827131E-3,-1.342740655E0,1.447229277E0
5.429112044E0,-5.211610198E-1,-2.271791548E-2,-1.352856636E0,1.449946892E0
5.439112044E0,-5.041377544E-1,-3.615767136E-2,-1.365182877E0,1.455742607E0
5.449112044E0,-4.941878319E-1,-4.678789526E-2,-1.379611611E0,1.466198799E0
5.459112044E0,-4.875435531E-1,-5.040973425E-2,-1.395263672E0,1.478851099E0
5.469112044E0,-5.107128620E-1,-4.432011023E-2,-1.411384106E0,1.501598146E0
5.479112044E0,-5.494799018E-1,-3.376227617E-2,-1.428444624E0,1.530856655E0
5.489112044E0,-5.972728133E-1,-2.014366537E-2,-1.444729090E0,1.563452181E0
5.499112044E0,-6.511319280E-1,-6.403686013E-3,-1.459580541E0,1.598245647E0
5.509112044E0,-7.119259238E-1,5.816016346E-3,-1.471864104E0,1.635009568E0
5.519112044E0,-7.736206651E-1,1.544549968E-2,-1.482073784E0,1.671906157E0
5.529112044E0,-8.368579745E-1,2.154470421E-2,-1.488841653E0,1.708052959E0
5.539112044E0,-9.041131735E-1,2.429035865E-2,-1.493005276E0,1.745587410E0
5.549112044E0,-9.716941714E-1,2.407104708E-2,-1.493068099E0,1.781578325E0
5.559112044E0,-1.033201456E0,1.955067180E-2,-1.490231991E0,1.813471495E0
5.569112044E0,-1.087929368E0,1.274243090E-2,-1.483780384E0,1.839933941E0
5.579112044E0,-1.133979440E0,2.560409950E-3,-1.473536611E0,1.859361737E0
5.589112044E0,-1.164840579E0,2.264445648E-3,-1.459592223E0,1.867422866E0
5.599112044E0,-1.180441618E0,1.963158371E-3,-1.442711592E0,1.864098443E0
5.609112044E0,-1.183084965E0,1.671452541E-3,-1.423496366E0,1.850955086E0
5.619112044E0,-1.175467610E0,1.377617591E-3,-1.402255058E0,1.829766447E0
5.629112044E0,-1.160640717E0,1.091234968E-3,-1.380031109E0,1.803212113E0
5.639112044E0,-1.135816932E0,8.027231088E-4,-1.357622981E0,1.770090649E0
5.649112044E0,-1.102938294E0,5.056942464E-4,-1.334891200E0,1.731591076E0
5.659112044E0,-1.066922307E0,2.065361768E-4,-1.312222242E0,1.691227502E0
5.669112044E0,-1.026765823E0,-6.465434097E-3,-1.289698124E0,1.648517852E0
5.679112044E0,-9.787632227E-1,-1.263277512E-2,-1.267062187E0,1.601119489E0
5.689112044E0,-9.245570898E-1,-1.886931621E-2,-1.245258808E0,1.551074261E0
5.699112044E0,-8.633382916E-1,-2.635891363E-2,-1.223846078E0,1.497947603E0
5.709112044E0,-7.955188155E-1,-3.465868905E-2,-1.202182174E0,1.441975516E0
5.719112044E0,-7.204642296E-1,-4.285838827E-2,-1.180945158E0,1.384029268E0
5.729112044E0,-6.429268718E-1,-5.824107304E-2,-1.160600305E0,1.328058753E0
5.739112044E0,-5.607947111E-1,-7.819097489E-2,-1.140270233E0,1.273114583E0
5.749112044E0,-4.729497433E-1,-1.016083509E-1,-1.120539665E0,1.220497791E0
5.759112044E0,-3.834035397E-1,-1.256889701E-1,-1.099756241E0,1.171434924E0
5.769112044E0,-2.889313400E-1,-1.395311654E-1,-1.077984691E0,1.124722747E0
5.779112044E0,-1.919562221E-1,-1.466885954E-1,-1.055460572E0,1.082756554E0
5.789112044E0,-9.077265114E-2,-1.185794473E-1,-1.030609131E0,1.041372143E0
5.799112044E0,1.101561822E-2,-1.185815781E-1,-1.003600836E0,1.010642158E0
5.809112044E0,1.199921966E-1,-1.185932904E-1,-9.748443961E-1,9.893351770E-1
5.819112044E0,2.324373126E-1,-1.185858324E-1,-9.450457096E-1,9.804086379E-1
5.829112044E0,3.509752452E-1,-1.185815781E-1,-9.139449596E-1,9.861747323E-1
5.839112044E0,4.686114192E-1,-1.185741276E-1,-8.814112544E-1,1.005257323E0
5.849112044E0,5.844707489E-1,-1.185805127E-1,-8.490862250E-1,1.037600507E0
5.859112044E0,6.953392029E-1,-1.185762510E-1,-8.169272542E-1,1.079317874E0
5.869112044E0,7.995324135E-1,-1.185805127E-1,-7.850078344E-1,1.126743413E0
5.879112044E0,8.926994205E-1,-1.185762510E-1,-7.533566952E-1,1.174103442E0
5.889112044E0,9.751020074E-1,-1.185730621E-1,-7.222580910E-1,1.219237567E0
5.899112044E0,1.043008804E0,-1.185794473E-1,-6.922518015E-1,1.257434296E0
5.909112044E0,1.095184684E0,-1.185783818E-1,-6.647601128E-1,1.286622063E0
5.919112044E0,1.127866387E0,-1.185900941E-1,-6.374834776E-1,1.300973244E0
5.929112044E0,1.141212463E0,-1.185943484E-1,-6.125181913E-1,1.300618715E0
5.939112044E0,1.133574843E0,-1.183101013E-1,-5.900227427E-1,1.283400188E0
5.949112044E0,1.103550434E0,-1.180183962E-1,-5.701803565E-1,1.247740975E0
5.959112044E0,1.053427100E0,-1.180141345E-1,-5.525556207E-1,1.195388516E0
5.969112044E0,9.869586825E-1,-1.537534148E-1,-5.367598534E-1,1.133948276E0
5.979112044E0,9.089135528E-1,-1.617636085E-1,-5.229315162E-1,1.061013045E0
5.989112044E0,8.274999857E-1,-1.680523157E-1,-5.090957284E-1,9.859899938E-1
5.999112044E0,7.400925756E-1,-1.763552874E-1,-4.958422780E-1,9.081287202E-1
6.009112044E0,6.541160345E-1,-1.863967776E-1,-4.824387133E-1,8.338816807E-1
6.019112044E0,5.695362687E-1,-1.980586201E-1,-4.693534672E-1,7.641279052E-1
6.029112044E0,4.863884449E-1,-2.061231136E-1,-4.563587308E-1,6.980857744E-1
6.039112044E0,4.068720043E-1,-2.168161422E-1,-4.437504411E-1,6.398972740E-1
6.049112044E0,3.290440738E-1,-2.307498902E-1,-4.309728742E-1,5.892818787E-1
6.059112044E0,2.547836602E-1,-2.462496758E-1,-4.191587865E-1,5.488603690E-1
6.069112044E0,1.800218374E-1,-2.604101896E-1,-4.092035294E-1,5.173672363E-1
6.079112044E0,1.084932387E-1,-2.749486268E-1,-3.998476565E-1,4.972380502E-1
6.089112044E0,3.729148954E-2,-2.775292695E-1,-3.917991221E-1,4.815804218E-1
6.099112044E0,-3.163410351E-2,-2.698150277E-1,-3.844873309E-1,4.707774138E-1
